gene_name	gene_id	protein_id	transcript_count	dmr_transcript_count	dmr_count	dmr_A_count	dmr_C_count	dmr_G_count	dmr_U_count	gene_level_ont_C3	gene_level_ont_C4	ont_gene_log2FC_C4vsC3	ont_gene_pval	ont_gene_qval	protein_level_C3	protein_level_C4	protein_log2FC_C4vsC3	protein_pval	protein_qval	median_transcript_len
DUSP4	ENSG00000120875	Q13115	1	0	0	0	0	0	0	2.4196997529199793	2.5617962953675764				0.0	0.0	0.0	1.0	1.0	2959.0
LRRC8D	ENSG00000171492	Q7L1W4	1	0	0	0	0	0	0	5.1352140200159795	5.3662291324017115	0.2455266218513395	0.5626356017149725	0.9990269081233384	11.69408263983599	11.02350917447559	-0.66273468516339	0.979897890559527	1.0	3345.0
MSX1	ENSG00000163132	P28360	1	0	0	0	0	0	0	4.286336898283675	4.2863853004283285	-0.034957999516523	0.9494630775583812	1.0	0.0	0.0	0.0	1.0	1.0	1940.0
LRRC8C	ENSG00000171488	Q8TDW0	1	0	0	0	0	0	0	3.3698092950062812	3.7550104224659298	0.3805741925648478	0.5815638571511763	1.0	12.027490321554321	12.52143624302108	0.469930890579866	0.0251919151796124	0.0994641650920263	7170.0
F2RL1	ENSG00000164251	P55085	1	0	0	0	0	0	0	4.0214940786920454	4.385370012332801	0.4181536539665903	0.4891555309369045	1.0	0.0	0.0	0.0	1.0	1.0	2861.0
MT-ND3	ENSG00000198840	P03897	1	0	0	0	0	0	0	5.538568425561756	5.970197961974941	0.4467593811214343	0.2254873026100257	0.9137115220692232	0.0	0.0	0.0	1.0	1.0	346.0
NUDT8	ENSG00000167799	Q8WV74	1	0	0	0	0	0	0	2.2643160343889543	2.0381127525782627				0.0	0.0	0.0	1.0	1.0	745.0
NUDT6	ENSG00000170917	P53370	1	0	0	0	0	0	0	1.3235800314260122	1.8680764045025673				0.0	0.0	0.0	1.0	1.0	1065.0
MSRB2	ENSG00000148450	Q9Y3D2	1	0	0	0	0	0	0	7.108379031199675	6.554819593088015	-0.5745712218396607	0.0635317319062972	0.5573993147557844	14.470122749253456	14.575411792521882	0.186571161767166	0.383624135643817	0.73333817562681	612.0
NUDT5	ENSG00000165609	Q9UKK9	1	0	0	0	0	0	0	5.916691924371888	6.501443670275856	0.5712638945476118	0.106277235241436	0.7270293786005388	15.697267947219615	15.94294219075574	0.230612283994282	0.0758981809674317	0.23576704679905	1201.0
P2RX5-TAX1BP3	ENSG00000257950		1	0	0	0	0	0	0	3.963438991621484	3.951657886586392	0.0375500061153373	0.9518930618338292	1.0	0.0	0.0	0.0	1.0	1.0	5905.0
NUP205	ENSG00000155561	Q92621	1	0	0	0	0	0	0	4.510561359834156	4.729466542588765	0.217870333611145	0.6476276167205657	0.9990269081233384	12.966767320974737	12.587150265811688	-0.334423425296669	0.0135156087065471	0.0598744635897542	6264.0
NUDT4B	ENSG00000177144	A0A024RBG1	1	0	0	0	0	0	0	5.507415115425789	5.967126486335708	0.4811597981374665	0.2611503212130673	0.947175236226342	0.0	0.0	0.0	1.0	1.0	3642.0
MT-CO1	ENSG00000198804	P00395	1	0	0	0	0	0	0	7.9873604678829535	8.202749772683127	0.2093471119107446	0.4193665897603387	0.9990269081233384	0.0	0.0	0.0	1.0	1.0	1542.0
MT-CO3	ENSG00000198938	P00414	1	0	0	0	0	0	0	11.63925514738032	11.100199762432865	-0.5899464125755046	0.0608178665413493	0.5418108794919452	0.0	0.0	0.0	1.0	1.0	784.0
MT-CYB	ENSG00000198727	P00156	1	0	0	0	0	0	0	6.0293584954697135	6.130644981962775	0.0937761400907623	0.8034220023795537	0.9990269081233384	0.0	0.0	0.0	1.0	1.0	1141.0
OGFRL1	ENSG00000119900	Q5TC84	1	0	0	0	0	0	0	4.02477933297137	3.9074965660643683	-0.1750296018013384	0.7766079692004983	1.0	11.870961651978465	11.867761593863696	0.00226021051595851	0.999996751470113	1.0	8016.0
GEMIN4	ENSG00000179409	P57678	1	0	0	0	0	0	0	4.145120376658492	4.254035460939409	0.1120824314983925	0.8395391050740394	1.0	12.159851637343849	12.072119699870866	-0.148968017652717	0.970460189552795	1.0	4729.0
MANBA	ENSG00000109323	O00462	1	0	0	0	0	0	0	5.3289820753812345	6.061222379199842	0.7488276513063894	0.0525746013290222	0.5111298378170084	14.73946906447962	14.759538253800383	0.00474578318754739	0.999999938866333	1.0	3356.0
NUDT12	ENSG00000112874	Q9BQG2	1	0	0	0	0	0	0	2.479400382772324	2.524474056559431				0.0	0.0	0.0	1.0	1.0	3488.0
NUP50	ENSG00000093000	Q9UKX7	1	0	0	0	0	0	0	4.587844518857316	4.877151829626232	0.2913684919181272	0.5320027287704214	0.9990269081233384	13.485106524773702	13.74695060569804	0.155807176454114	0.00234512771415539	0.0141206095944787	5151.0
MAN2C1	ENSG00000140400	Q9NTJ4	1	0	0	0	0	0	0	3.7481156540244442	3.395379160540089	-0.4245207559424012	0.5353602868276925	1.0	0.0	0.0	0.0	1.0	1.0	3261.0
FMNL2	ENSG00000157827	Q96PY5	1	0	0	0	0	0	0	3.641645643580523	3.900162786218359	0.2463223392558585	0.731529398311551	1.0	12.876624906813564	12.98325427260591	0.148129901522477	0.796998696783829	1.0	5630.0
NUP42	ENSG00000136243	O15504	1	0	0	0	0	0	0	4.2471227607210755	2.524474056559431	-1.9487754986822767	0.006052873452371	1.0	0.0	0.0	0.0	1.0	1.0	1653.0
FMNL3	ENSG00000161791	Q8IVF7	1	0	0	0	0	0	0	2.257548633413856	2.5430836959115926				0.0	0.0	0.0	1.0	1.0	4120.0
DVL2	ENSG00000004975	O14641	1	0	0	0	0	0	0	2.9528078927012076	3.455494606721529				12.535761189168953	12.591791152273759	0.0632748957722217	0.924987733339959	1.0	2989.0
OXNAD1	ENSG00000154814	Q96HP4	1	0	0	0	0	0	0	3.082147426982597	2.615426888747339	-0.6016583735692065	0.4890131721788359	1.0	0.0	0.0	0.0	1.0	1.0	960.0
OXR1	ENSG00000164830	Q8N573	1	0	0	0	0	0	0	3.8989606165012023	3.021375886958803	-0.9601383295257804	0.1776254679891125	1.0	12.480282612501693	12.351902059806676	-0.31326964791583	0.233126966252105	0.531976395805246	2621.0
MALT1	ENSG00000172175	Q9UDY8	1	0	0	0	0	0	0	2.891741916273717	2.9546661142129476	0.0147056513610785	0.986181030595294	1.0	12.87862762427126	12.70403709132272	-0.0769241369089071	0.917783978846063	1.0	3312.0
MAN2A1	ENSG00000112893	Q16706	1	0	0	0	0	0	0	4.371269283074234	4.4817647199997745	0.0985952476695195	0.8477225447284745	0.9990269081233384	12.907139720883126	12.986612403170408	0.156341075424442	0.972073819755501	1.0	6553.0
MT-ND1	ENSG00000198888	P03886	1	0	0	0	0	0	0	4.888590796053943	4.5826217668370575	-0.3446523228362146	0.4740436839213926	0.9990269081233384	0.0	0.0	0.0	1.0	1.0	956.0
FNDC10	ENSG00000228594	F2Z333	1	0	0	0	0	0	0	4.5048189062193496	5.071211451532347	0.5879341755199948	0.1977849542281806	0.8893008067581282	0.0	0.0	0.0	1.0	1.0	2124.0
FN3KRP	ENSG00000141560	Q9HA64	1	0	0	0	0	0	0	4.610919227832814	4.894025200549641	0.2976631960626759	0.5196109004586567	0.9990269081233384	13.247602089442843	13.463619788281834	0.317814764118757	0.289008580831621	0.61607322008727	1822.0
NUP37	ENSG00000075188	Q8NFH4	1	0	0	0	0	0	0	4.451679495389355	4.802929275674465	0.3659188306032248	0.4397509598233746	0.9990269081233384	13.088173147675889	13.10294371889339	0.0248019297762157	0.998476489583037	1.0	1203.0
MT-CO2	ENSG00000198712	P00403	1	0	0	0	0	0	0	7.4837548959899545	7.5346289109713815	0.0226430545514662	0.9379498474367564	0.9990269081233384	12.407053103020296	12.163997975966415	0.14089081784333	0.889460248236626	1.0	684.0
OXSM	ENSG00000151093	Q9NWU1	1	0	0	0	0	0	0	1.771645475310526	2.7675872451029484				0.0	0.0	0.0	1.0	1.0	1506.0
OXSR1	ENSG00000172939	O95747	1	0	0	0	0	0	0	5.17744800443413	5.319132688704352	0.1614983678477817	0.702398415810993	0.9990269081233384	14.728441430012854	14.758302018714499	0.0459813157722262	0.784820475513682	1.0	4517.0
MAN1A2	ENSG00000198162	O60476	1	0	0	0	0	0	0	3.327639723670244	3.7638665551944004	0.4405915608375069	0.5278023429643044	1.0	12.937797926912323	13.178395422469368	0.341811885305131	0.111764730925879	0.312720476753595	8576.0
FMC1	ENSG00000164898	Q96HJ9	1	0	0	0	0	0	0	4.046695572276637	2.413345254492961	-1.867298027820784	0.0151209204596275	1.0	0.0	0.0	0.0	1.0	1.0	460.0
MAN1A1	ENSG00000111885	P33908	1	0	0	0	0	0	0	5.177496099403014	6.605206827964166	1.4159490732855284	0.0002255896498226	0.0112458840326504	13.167568668935752	13.94707256892625	0.836487501098787	7.93314861493632e-08	1.51344175260031e-06	5018.0
NUP35	ENSG00000163002	Q8NFH5	1	0	0	0	0	0	0	3.573831309125434	4.343485020545667	0.8205147668558105	0.1657548678609193	1.0	14.667350537006222	14.771829945848793	0.0837586403162195	0.836339105891067	1.0	1545.0
OXTR	ENSG00000180914	P30559	1	0	0	0	0	0	0	5.363677794251611	3.7930547448745657	-1.6399937669482418	0.000572886127817	0.0239691463834895	0.0	0.0	0.0	1.0	1.0	4387.0
LZTR1	ENSG00000099949	Q8N653	1	0	0	0	0	0	0	3.680662050916772	4.483584702437615	0.8017866351228266	0.2265465536006633	1.0	0.0	0.0	0.0	1.0	1.0	4282.0
KLHL28	ENSG00000179454	Q9NXS3	1	0	0	0	0	0	0	3.698397601538197	2.794213301266805	-1.016412379302733	0.1807280728979374	1.0	0.0	0.0	0.0	1.0	1.0	6522.0
DUSP22	ENSG00000112679	Q9NRW4	1	0	0	0	0	0	0	2.0343126681909904	2.4710772053796464				0.0	0.0	0.0	1.0	1.0	1485.0
F8A2	ENSG00000288709	P23610	1	0	0	0	0	0	0	3.257774877128848	3.606178383823583	0.3897205031529914	0.587209194985387	1.0	0.0	0.0	0.0	1.0	1.0	1707.0
FZD8	ENSG00000177283	Q9H461	1	0	0	0	0	0	0	1.9524138762656968	2.6189620044974062				0.0	0.0	0.0	1.0	1.0	4050.0
FLOT2	ENSG00000132589	Q14254	1	0	0	0	0	0	0	4.4136397750516085	5.311474081305926	0.8928914276508885	0.0502393201542492	0.4956241141953932	14.830700186188647	14.541627933101932	-0.308530292906835	2.64464307688488e-08	5.61219013993622e-07	2668.0
DVL3	ENSG00000161202	Q92997	1	0	0	0	0	0	0	4.308232683112362	3.4469377959752143	-0.8869633238880817	0.1845004890738676	1.0	12.897722818533225	12.726498400930979	-0.165814205074306	0.818058590300169	1.0	5269.0
OVCA2	ENSG00000262664	Q8WZ82	1	0	0	0	0	0	0	6.456404433636967	6.43334413808014	-0.01957380097811	0.9495378247811268	0.9990269081233384	13.601650269315813	13.289933750949114	-0.411545466332164	0.0853952074424582	0.258190632534135	1031.0
OSBPL10	ENSG00000144645	Q9BXB5	1	0	0	0	0	0	0	3.728140740997488	2.5636318780200043				12.2776447217593	11.264624313143006	-1.66055173574488	0.00117253630138948	0.00784367258993244	3625.0
OMA1	ENSG00000162600	Q96E52	1	0	0	0	0	0	0	3.6280215357263708	3.613121268189431	-0.0600346235032374	0.931377982873656	1.0	0.0	0.0	0.0	1.0	1.0	1861.0
NUDT19	ENSG00000213965	A8MXV4	1	0	0	0	0	0	0	4.232135452818948	3.9714558830125197	-0.3021257176190181	0.6593246735906145	1.0	12.397171979229519	12.41594109991096	0.0163907260619891	0.999382867660528	1.0	3103.0
E2F6	ENSG00000169016	O75461	1	0	0	0	0	0	0	3.520432732564933	3.354946469905329	-0.1527871959733944	0.8286569946628912	1.0	0.0	0.0	0.0	1.0	1.0	2227.0
FLI1	ENSG00000151702	Q01543	1	0	0	0	0	0	0	4.673960239001513	4.4856120639477846	-0.2418331553308663	0.6247755936996147	0.9990269081233384	0.0	0.0	0.0	1.0	1.0	3130.0
OPN3	ENSG00000054277	Q9H1Y3	1	0	0	0	0	0	0	3.157775265317879	2.397095753610139	-0.9206674717044534	0.2938343876288443	1.0	0.0	0.0	0.0	1.0	1.0	1961.0
OPTN	ENSG00000123240	Q96CV9	1	0	0	0	0	0	0	5.43747594793483	5.793873154981544	0.343188930827545	0.3586232648954659	0.991727944910061	14.439509889840416	14.38663778259373	-0.023959483713928	0.999999238084867	1.0	2464.0
EEF1AKMT1	ENSG00000150456	Q8WVE0	1	0	0	0	0	0	0	4.080411415049125	3.954329326168078	-0.1607096199624414	0.784240264467431	1.0	0.0	0.0	0.0	1.0	1.0	875.0
ORAI1	ENSG00000276045	Q96D31	1	0	0	0	0	0	0	3.800587394252613	4.0448184563222656	0.2617130102156719	0.6569501939805538	1.0	0.0	0.0	0.0	1.0	1.0	1496.0
LRRC15	ENSG00000172061	Q8TF66	1	0	0	0	0	0	0	3.198076948938588	3.208305193435437	0.0193141621427851	0.9800251222916266	1.0	12.117062777025037	9.166478138537713	-4.5539130400248	0.00147018648041439	0.00954189759224279	5881.0
FUT11			1	0	0	0	0	0	0	4.041758615843575	3.654722156684135	-0.4214780321161669	0.592585806936007	1.0	0.0	0.0	0.0	1.0	1.0	1635.0
FUZ	ENSG00000010361	Q9BT04	1	0	0	0	0	0	0	2.297865180358899	3.1989620014597375	1.0728844134385167	0.2373262926570077	1.0	0.0	0.0	0.0	1.0	1.0	1728.0
MT1X	ENSG00000187193	P80297	1	0	0	0	0	0	0	6.653876912212996	7.421675610672273	0.7435438161123563	0.0473846826410675	0.4837573482702453	0.0	0.0	0.0	1.0	1.0	404.0
E2F3	ENSG00000112242	O00716	1	0	0	0	0	0	0	2.5432145921225677	1.9427889009113197				0.0	0.0	0.0	1.0	1.0	5036.0
NUDT15	ENSG00000136159	Q9NV35	1	0	0	0	0	0	0	3.154235741077254	3.6139514987448282	0.4888226675140824	0.5233905210473639	1.0	0.0	0.0	0.0	1.0	1.0	1938.0
ORC5	ENSG00000164815	O43913	1	0	0	0	0	0	0	3.264083320842549	3.977832775140703	0.7928826880248282	0.237818447452596	1.0	0.0	0.0	0.0	1.0	1.0	1924.0
MACROD1	ENSG00000133315	Q9BQ69	1	0	0	0	0	0	0	3.8352744166401203	3.692114552796096	-0.1945741210757922	0.7630165662194087	1.0	11.84669342456723	11.202372732136807	-0.638551699765805	0.116714966034066	0.323061552295564	1257.0
MAP1LC3B2	ENSG00000258102	A6NCE7	1	0	0	0	0	0	0	3.885795293023957	4.6827317705462175	0.8567673791526956	0.1349206516098934	1.0	17.292139527520174	17.465136373403443	0.172549414469314	0.488213881061274	0.845301010464915	818.0
DZIP1	ENSG00000134874	Q86YF9	1	0	0	0	0	0	0	2.1720004737139726	2.1830581948408074				0.0	0.0	0.0	1.0	1.0	1245.0
MAP3K5	ENSG00000197442	Q99683	1	0	0	0	0	0	0	2.786267430040918	2.5906622749556854	-0.2181628810731332	0.811240619177161	1.0	0.0	0.0	0.0	1.0	1.0	5157.0
DYRK3	ENSG00000143479	O43781	1	0	0	0	0	0	0	5.1124321741054	4.444586103289854	-0.7091313110028893	0.1192749865041896	0.757732827838849	0.0	0.0	0.0	1.0	1.0	2218.0
F8	ENSG00000185010	P00451	1	0	0	0	0	0	0	2.3044465070335187	2.7770115866891323	0.545599362179915	0.5807047595407726	1.0	0.0	0.0	0.0	1.0	1.0	2620.0
F8A1	ENSG00000288722	P23610	1	0	0	0	0	0	0	3.257774877128848	3.606178383823583	0.3897205031529914	0.587209194985387	1.0	0.0	0.0	0.0	1.0	1.0	1707.0
LRPAP1	ENSG00000163956	P30533	1	0	0	0	0	0	0	8.139861458443214	7.988778084487753	-0.1724155545616628	0.5048125226449678	0.9990269081233384	14.223552298084606	14.543496688242596	0.33485728571113	0.0295987705589039	0.113344278737433	1078.0
DYRK1A	ENSG00000157540	Q13627	1	0	0	0	0	0	0	5.4461514449990736	5.035330425520168	-0.4168981112939738	0.3626809745110287	0.992431656327204	12.194107163078751	12.408340433816928	0.226748954052462	0.516551609171071	0.873926968516956	5591.0
NUDT9	ENSG00000170502	Q9BW91	1	0	0	0	0	0	0	5.084409347223181	5.027163373123245	-0.0553459400897581	0.8963288908574186	0.9990269081233384	13.915665149231577	14.148469034072853	0.326577649785711	0.00535427228340764	0.028227964768095	951.0
MSL3	ENSG00000005302	Q8N5Y2	1	0	0	0	0	0	0	4.068861119126294	4.719775622352064	0.7082771034258374	0.1776207179195945	0.857933519142638	0.0	0.0	0.0	1.0	1.0	2286.0
OXCT1	ENSG00000083720	P55809	1	0	0	0	0	0	0	4.506246912733351	4.5227627829301165	-0.0018301252928207	0.9970546942546756	0.9990269081233384	13.763163125342409	13.482713624811767	-0.268312602037562	0.000682666894992468	0.0049781980749762	3294.0
MSRB1	ENSG00000198736	Q9NZV6	1	0	0	0	0	0	0	4.979907359950973	4.134294760622774	-0.9030345970686174	0.0760608044502793	0.6144964257843988	0.0	0.0	0.0	1.0	1.0	1363.0
PAFAH1B2	ENSG00000168092	P68402	1	0	0	0	0	0	0	5.922069302096884	5.597388173675429	-0.3168350883124057	0.49574866561906	0.9990269081233384	16.221477796685782	16.221118299426816	-0.0220097801221358	0.999616959317332	1.0	4175.0
KPNA6	ENSG00000025800	O60684	1	0	0	0	0	0	0	4.808040225418589	4.719211621662348	-0.1226306795081094	0.7985933297402671	0.9990269081233384	14.73611807225482	14.711652335755408	-0.0122173654966545	0.999958195224747	1.0	7355.0
NUDT3	ENSG00000272325	O95989	1	0	0	0	0	0	0	3.376071167642464	3.42974942826574	-0.011882180028037	0.9871772203768212	1.0	13.094800362195594	13.236633462666294	0.360661416834965	0.217172242677858	0.507003678208794	9900.0
PA2G4	ENSG00000170515	Q9UQ80	1	0	0	0	0	0	0	6.049180975324869	5.649218147380183	-0.410496843962869	0.2436035285565181	0.9298199158522666	16.044531367793248	16.067546737504433	-0.00300069933733227	1.0	1.0	2386.0
MT-ND4	ENSG00000198886	P03905	1	0	0	0	0	0	0	5.125778113386809	5.228348262864833	0.1126166880652649	0.8037591331874122	0.9990269081233384	0.0	0.0	0.0	1.0	1.0	1378.0
GEM	ENSG00000164949	P55040	1	0	0	0	0	0	0	5.706670613413799	4.278585572661475	-1.4980325869062232	0.0012095667732373	0.0436046240317826	0.0	0.0	0.0	1.0	1.0	2187.0
PAAF1	ENSG00000175575	Q9BRP4	1	0	0	0	0	0	0	3.2503281360464653	3.018702047052578	-0.3220298000520039	0.6855238655953246	1.0	14.186651150066702	14.22764476770312	-0.035110415851998	0.689214071331959	1.0	1639.0
MAML2	ENSG00000184384	Q8IZL2	1	0	0	0	0	0	0	3.698397601538197	3.9311029733795033	0.2481984885854769	0.6995242438956067	1.0	0.0	0.0	0.0	1.0	1.0	7121.0
FUCA1	ENSG00000179163	P04066	1	0	0	0	0	0	0	5.0581766262581915	5.13099856456657	0.0693866005498972	0.8765102947711813	0.9990269081233384	12.321992144085064	12.849637996784383	0.567091560805235	0.195534499693303	0.471493670355173	2043.0
FLYWCH2	ENSG00000162076	Q96CP2	1	0	0	0	0	0	0	5.679760990451117	5.7187898845162595	0.0256024990172849	0.9449753068362235	0.9990269081233384	13.734288332718444	14.134542336024564	0.421111350154455	0.0185175862075167	0.0778343052312981	990.0
FOXC2	ENSG00000176692	Q99958	1	0	0	0	0	0	0	3.1133858973372455	2.056315029850096				0.0	0.0	0.0	1.0	1.0	2900.0
LRRC75B	ENSG00000178026	Q2VPJ9	1	0	0	0	0	0	0	2.697686974750272	2.3682442123064558				0.0	0.0	0.0	1.0	1.0	1233.0
DUSP2	ENSG00000158050	Q05923	1	0	0	0	0	0	0	6.574046126680843	3.1399106290874186	-3.681395548300412	1.1758741152693849e-13	9.183576840253896e-11	0.0	0.0	0.0	1.0	1.0	1685.0
PABPN1	ENSG00000100836	Q86U42	1	0	0	0	0	0	0	5.160119185627819	4.8652503547808985	-0.298522406801879	0.584303925480621	0.9990269081233384	15.550888063261272	15.651978284060815	0.111786841914886	0.695615240094545	1.0	1811.0
PACC1	ENSG00000065600	Q9H813	1	0	0	0	0	0	0	3.5179874078845215	3.473418986354209	-0.0483563906512694	0.9464328988505086	1.0	0.0	0.0	0.0	1.0	1.0	2119.0
PACS1	ENSG00000175115	Q6VY07	1	0	0	0	0	0	0	5.223136875884094	3.973612742158994	-1.2941819590361148	0.0166603686328786	0.2798225355328658	14.07022334024447	13.635559652514967	-0.454014307462659	1.13386869872373e-10	3.67114288398208e-09	4571.0
PACS2	ENSG00000179364	Q86VP3	1	0	0	0	0	0	0	4.2491545050446415	4.334144039970251	0.0569196523702041	0.9274106548789164	1.0	0.0	0.0	0.0	1.0	1.0	3708.0
FOXC1	ENSG00000054598	Q12948	1	0	0	0	0	0	0	5.221351549774107	4.656850828469308	-0.5741446454193546	0.202664421103218	0.8893130268936175	0.0	0.0	0.0	1.0	1.0	3983.0
EED	ENSG00000074266	O75530	1	0	0	0	0	0	0	3.9094397949726662	3.4479945108322863	-0.4864432565764326	0.4653488874198217	1.0	0.0	0.0	0.0	1.0	1.0	2010.0
MACIR	ENSG00000181751	Q96GV9	1	0	0	0	0	0	0	3.176615216407631	3.5953989195293894	0.4680737319019545	0.5351402832045947	1.0	0.0	0.0	0.0	1.0	1.0	2933.0
LOXL1	ENSG00000129038	Q08397	1	0	0	0	0	0	0	7.608028794114565	7.453360820936648	-0.1731054416193719	0.4961583461343466	0.9990269081233384	15.312137083438131	15.337173139785842	0.0448087256733931	0.999683081265011	1.0	2346.0
FLYWCH1	ENSG00000059122	Q4VC44	1	0	0	0	0	0	0	5.830483335194658	5.366083151348718	-0.5128763898339189	0.2358891017837796	0.9256703116990564	0.0	0.0	0.0	1.0	1.0	2565.0
MAP1B	ENSG00000131711	P46821	1	0	0	0	0	0	0	6.614237533828929	7.290354199174882	0.6554507962498743	0.0369733700402955	0.4331430300220623	17.227880011513374	17.17118623954041	-0.0386782047815359	0.999999999998083	1.0	11790.0
MACO1	ENSG00000204178	Q8N5G2	1	0	0	0	0	0	0	2.90057522530888	2.7158131236361864	-0.2454865353731354	0.7766505173065049	1.0	12.656440767122477	12.631495967561568	0.214067274413393	0.870082477860016	1.0	3940.0
EEF1A2	ENSG00000101210	Q05639	1	0	0	0	0	0	0	3.7868715284102605	4.545550595598052	0.7851938351508225	0.187409562848335	1.0	14.487523644068386	15.095674055746061	0.552542774014647	5.87222220990611e-08	1.15128065886948e-06	1982.0
PAF1	ENSG00000006712	Q8N7H5	1	0	0	0	0	0	0	1.9607706221281862	2.8552395424403945				0.0	0.0	0.0	1.0	1.0	1810.0
F3	ENSG00000117525	P13726	1	0	0	0	0	0	0	6.494037601638766	5.591075925349655	-0.9677429835229676	0.0172876528356091	0.2872692949917173	14.614427905221518	14.845820842572007	0.182687420902267	0.541740658731318	0.898566326806689	1879.0
LRRC40	ENSG00000066557	Q9H9A6	1	0	0	0	0	0	0	4.306549676708626	4.585334855581073	0.2950441920277809	0.5549647831142666	0.9990269081233384	13.960090788444433	13.662270355352147	-0.317773834884918	0.0444011036276178	0.157432198469388	2843.0
MT1E	ENSG00000169715	P04732	1	0	0	0	0	0	0	6.183844971551841	7.349423214262388	1.1381498908698835	0.0083670582709434	0.1758207850118435	0.0	0.0	0.0	1.0	1.0	704.0
KLHL22	ENSG00000099910	Q53GT1	1	0	0	0	0	0	0	4.221128074817292	4.248270806637375	0.0165795156303967	0.9767603401286932	1.0	12.896163030174378	12.82880294088588	-0.0618951455512813	0.753299335571355	1.0	2528.0
EEF1AKMT2	ENSG00000203791	Q5JPI9	1	0	0	0	0	0	0	4.181571769347329	3.8755750299407294	-0.3236092396062617	0.5730275673759138	1.0	0.0	0.0	0.0	1.0	1.0	1013.0
MRPL38	ENSG00000204316	Q96DV4	1	0	0	0	0	0	0	5.659176306459273	5.94951086150774	0.2925343063007255	0.4136650579344513	0.9990269081233384	13.116657566633904	12.9763471113163	-0.124145974540071	0.835430819693138	1.0	1358.0
FOXJ2	ENSG00000065970	Q9P0K8	1	0	0	0	0	0	0	2.297865180358899	2.6638239543339814				0.0	0.0	0.0	1.0	1.0	5524.0
MRPL49	ENSG00000149792	Q13405	1	0	0	0	0	0	0	5.722746540068967	5.122384005529606	-0.5916241807708726	0.1459510295277209	0.8089684492995831	13.45221364343484	13.746134504562495	0.240699999099128	0.184849495120703	0.453193835220488	2026.0
NR2F1	ENSG00000175745	P10589	1	0	0	0	0	0	0	4.860679036231036	4.980290826661113	0.1086039880609142	0.8120542377541242	0.9990269081233384	0.0	0.0	0.0	1.0	1.0	3843.0
NR2C2AP	ENSG00000184162	Q86WQ0	1	0	0	0	0	0	0	3.3443118811641486	2.997302084932923	-0.3947308614131471	0.6041473776479691	1.0	0.0	0.0	0.0	1.0	1.0	1290.0
NR2C2	ENSG00000177463	P49116	1	0	0	0	0	0	0	3.441125355184541	3.719486013663851	0.3112506793358334	0.6477001267066824	1.0	0.0	0.0	0.0	1.0	1.0	8113.0
NR2C1	ENSG00000120798	P13056	1	0	0	0	0	0	0	3.654581870924445	3.8078892397135986	0.1856579721510145	0.7771877955208752	1.0	0.0	0.0	0.0	1.0	1.0	2499.0
MEIS2	ENSG00000134138	O14770	1	0	0	0	0	0	0	2.6569837238876035	3.217730601017063	0.6739556495362796	0.4510996356975402	1.0	0.0	0.0	0.0	1.0	1.0	3056.0
NR1D2	ENSG00000174738	Q14995	1	0	0	0	0	0	0	5.4376592815448745	5.142864930986377	-0.3061683010935158	0.4905161600296134	0.9990269081233384	0.0	0.0	0.0	1.0	1.0	5231.0
MRPL27	ENSG00000108826	Q9P0M9	1	0	0	0	0	0	0	6.125995712303219	6.462679113754373	0.3334302323674641	0.3166325108638421	0.9910195056394788	12.99581411579588	13.234956884460356	0.244567593193185	0.388985262849295	0.739594127283258	686.0
NR1D1	ENSG00000126368	P20393	1	0	0	0	0	0	0	2.6034557538393672	2.74016017577523				0.0	0.0	0.0	1.0	1.0	2630.0
MCRS1	ENSG00000187778	Q96EZ8	1	0	0	0	0	0	0	5.382567852563738	5.41032339119512	0.0236457070914461	0.9510535305519432	0.9990269081233384	0.0	0.0	0.0	1.0	1.0	1938.0
NRBF2	ENSG00000148572	Q96F24	1	0	0	0	0	0	0	6.494358087346009	6.216596491960051	-0.3077921972388577	0.3512603512194296	0.991727944910061	13.395940042802081	13.338649741152276	-0.0920297323552199	0.684856211462871	1.0	1813.0
NSMAF	ENSG00000035681	Q92636	1	0	0	0	0	0	0	4.740574103327425	4.836217315291158	0.1020247170013712	0.821560620071862	0.9990269081233384	0.0	0.0	0.0	1.0	1.0	3574.0
MEIS3	ENSG00000105419	Q99687	1	0	0	0	0	0	0	5.32625151771465	5.222569056909719	-0.1337549987382942	0.7451055084458745	0.9990269081233384	0.0	0.0	0.0	1.0	1.0	2021.0
NSMCE1	ENSG00000169189	Q8WV22	1	0	0	0	0	0	0	6.390484649837372	6.583836585479262	0.1887584810172482	0.5608645276574662	0.9990269081233384	0.0	0.0	0.0	1.0	1.0	1042.0
NSMCE2	ENSG00000156831	Q96MF7	1	0	0	0	0	0	0	4.369913952661913	4.051987085184781	-0.344397220829542	0.5171544783536945	1.0	0.0	0.0	0.0	1.0	1.0	1188.0
NUDCD3	ENSG00000015676	Q8IVD9	1	0	0	0	0	0	0	5.910788150315694	5.700531018910797	-0.2355630950815017	0.5118269430380213	0.9990269081233384	14.19424672080871	14.595917823108888	0.411447489202708	2.59119832901426e-06	3.62511845239378e-05	3641.0
MEMO1	ENSG00000162959	Q9Y316	1	0	0	0	0	0	0	4.500526386234375	5.217130518843088	0.7495425989503636	0.1016812890360269	0.7112696859472315	13.497812566574314	13.731206897656364	0.211141538029655	0.000891392118039152	0.0061970892525274	1516.0
