gene_name	gene_id	protein_id	transcript_count	dmr_transcript_count	dmr_count	dmr_A_count	dmr_C_count	dmr_G_count	dmr_U_count	gene_level_ont_C3	gene_level_ont_C4	ont_gene_log2FC_C4vsC3	ont_gene_pval	ont_gene_qval	protein_level_C3	protein_level_C4	protein_log2FC_C4vsC3	protein_pval	protein_qval	median_transcript_len
ARHGEF17	ENSG00000110237	Q96PE2	0	0	0	0	0	0	0	0.0	0.0				12.631888716452162	12.070961956465409	-0.454630130401253	0.0610877357401698	0.199379672064402	
AP1S3	ENSG00000152056	Q96PC3	0	0	0	0	0	0	0	0.0	0.0				12.835461578732362	13.216594967957105	0.343687833935722	0.0707384088960502	0.223164713143107	
IPO9	ENSG00000198700	Q96P70	0	0	0	0	0	0	0	0.0	0.0				12.76723729000461	12.801646272691736	0.000319549215071668	0.99999999879096	1.0	
FAM210A	ENSG00000177150	Q96ND0	0	0	0	0	0	0	0	0.0	0.0				12.627068886480178	13.337875500413922	0.762936504251375	0.028190573276818	0.108806395222378	
DNAAF10	ENSG00000243667	Q96MX6	0	0	0	0	0	0	0	0.0	0.0				13.041142314788349	13.011481717053577	-0.0137213533886683	0.999416061206223	1.0	
COG8	ENSG00000213380	Q96MW5	0	0	0	0	0	0	0	0.0	0.0				12.5360833947421	12.425914898832898	0.0588542398984864	0.997358563374575	1.0	
SNX27	ENSG00000143376	Q96L92	0	0	0	0	0	0	0	0.0	0.0				14.324750774224999	13.995666219106154	-0.336917010593344	0.00114255227129844	0.00767026204878785	
USP47	ENSG00000170242	Q96K76	0	0	0	0	0	0	0	0.0	0.0				13.08359665459505	12.927735857748369	-0.103199119582489	0.868125521015062	1.0	
RNF170	ENSG00000120925	Q96K19	0	0	0	0	0	0	0	0.0	0.0				14.661205981904196	14.11910333728372	-2.38911183227741	0.139809981250284	0.367934674298239	
VCPIP1	ENSG00000175073	Q96JH7	0	0	0	0	0	0	0	0.0	0.0				12.268991339796818	12.089934119696697	-0.158946478445708	0.967104210080993	1.0	
LOXL4	ENSG00000138131	Q96JB6	0	0	0	0	0	0	0	0.0	0.0				10.812335120677503	11.807977252261493	1.0001366239934	0.353912015775988	0.697937414507656	
COG3	ENSG00000136152	Q96JB2	0	0	0	0	0	0	0	0.0	0.0				12.351355900630791	12.057462868179204	-0.247795167722434	0.5269246695951	0.884871125644883	
MYCBP	ENSG00000214114	Q99417	0	0	0	0	0	0	0	0.0	0.0				15.20134321287361	15.571735200320056	0.35038708052892	0.0274211726225663	0.106392340124668	
CDC5L	ENSG00000096401	Q99459	0	0	0	0	0	0	0	0.0	0.0				13.097537887147338	13.044771567322165	-0.0408422956180726	0.999999998743142	1.0	
EYA3	ENSG00000158161	Q99504	0	0	0	0	0	0	0	0.0	0.0				12.271386705874706	12.336213474256303	0.088578165688266	0.921122118309383	1.0	
ATXN2	ENSG00000204842	Q99700	0	0	0	0	0	0	0	0.0	0.0				13.917093165906834	14.021027770140167	0.0946320909761856	0.748251089746644	1.0	
HYCC1	ENSG00000122591	Q9BYI3	0	0	0	0	0	0	0	0.0	0.0				12.706885437802795	12.872756601422283	0.170953950141768	0.29029753557522	0.617739577262743	
SLC12A9	ENSG00000146828	Q9BXP2	0	0	0	0	0	0	0	0.0	0.0				11.845618671186855	11.360587025439612	-0.561731149927061	0.00766507059103371	0.0381117184690433	
NAA15	ENSG00000164134	Q9BXJ9	0	0	0	0	0	0	0	0.0	0.0				14.16247613841691	14.102695043825152	-0.0343735071442691	0.999999986855918	1.0	
RPAP1	ENSG00000103932	Q9BWH6	0	0	0	0	0	0	0	0.0	0.0				10.407717284842144	9.985820213231793	-0.338547683343967	0.539384201340186	0.895860673925543	
AFG2B	ENSG00000171763	Q9BVQ7	0	0	0	0	0	0	0	0.0	0.0				10.642638409939437	10.045299329422866	-0.591161852338211	0.0596149200743333	0.195813412835462	
GGACT	ENSG00000134864	Q9BVM4	0	0	0	0	0	0	0	0.0	0.0				13.341044490451178	13.30049120909944	0.113245646860636	0.898756253054987	1.0	
BDH2	ENSG00000164039	Q9BUT1	0	0	0	0	0	0	0	0.0	0.0				15.551690709744179	14.960518719814903	-0.598521813686963	0.000862899502885848	0.0060434963947481	
MSTO1	ENSG00000125459	Q9BUK6	0	0	0	0	0	0	0	0.0	0.0				12.851059153038564	12.965214795086752	0.146077022345049	0.820703156702402	1.0	
DOHH	ENSG00000129932	Q9BU89	0	0	0	0	0	0	0	0.0	0.0				12.773170557133842	12.833057373143241	-0.014828151037269	0.999850503584354	1.0	
DHRS4	ENSG00000157326	Q9BTZ2	0	0	0	0	0	0	0	0.0	0.0				12.833172134516381	12.1149884387754	-0.71259817170415	0.0221903668762054	0.0900004428923262	
PI4K2A	ENSG00000155252	Q9BTU6	0	0	0	0	0	0	0	0.0	0.0				13.218151813641123	13.510746539244694	0.336005772185371	4.76566740858505e-05	0.000480467465071937	
AARSD1	ENSG00000266967	Q9BTE6	0	0	0	0	0	0	0	0.0	0.0				13.296701682110765	13.283047890690007	0.0136255544193627	0.999998279038957	1.0	
DIDO1	ENSG00000101191	Q9BTC0	0	0	0	0	0	0	0	0.0	0.0				12.385292448333454	12.448825125008366	-0.0475919458956037	0.985949543909315	1.0	
PHAF1	ENSG00000125149	Q9BSU1	0	0	0	0	0	0	0	0.0	0.0				13.074441167181105	12.791473125712816	-0.361290247032844	0.174205015906183	0.436745849612582	
NOL10	ENSG00000115761	Q9BSC4	0	0	0	0	0	0	0	0.0	0.0				12.444323490737494	12.320080869159334	-0.114278021008247	0.788781510006668	1.0	
ERP44	ENSG00000023318	Q9BS26	0	0	0	0	0	0	0	0.0	0.0				15.974656116953394	16.289288505432353	0.287469946349156	4.01398768147439e-08	8.27027425572141e-07	
TRIM56	ENSG00000169871	Q9BRZ2	0	0	0	0	0	0	0	0.0	0.0				12.473276459817374	12.351700971061657	-0.112079534829253	0.7803652596253	1.0	
AIFM2	ENSG00000042286	Q9BRQ8	0	0	0	0	0	0	0	0.0	0.0				12.779815520382694	10.888912219128965	-3.13213889663598	0.0349408170066999	0.128738975578357	
CHLSN	ENSG00000146540	Q9BRJ6	0	0	0	0	0	0	0	0.0	0.0				13.926983368168562	14.097683832440536	0.160580986693134	0.369020119109069	0.71360682418839	
LPIN3	ENSG00000132793	Q9BQK8	0	0	0	0	0	0	0	0.0	0.0				12.785601303728582	11.906969429058815	-0.873047727156153	0.103849618668528	0.297478230220365	
APOL2	ENSG00000128335	Q9BQE5	0	0	0	0	0	0	0	0.0	0.0				15.241147405524913	15.599021539349707	0.321711310600564	0.00612440061227163	0.0315175784460772	
APOL4	ENSG00000100336	Q9BPW4	0	0	0	0	0	0	0	0.0	0.0				15.328038066487094	15.362422561817592	0.0398299696129815	0.994464752202953	1.0	
AKAP9	ENSG00000127914	Q99996	0	0	0	0	0	0	0	0.0	0.0				12.59859044313067	12.387746227547822	-0.241661921446815	0.730904940707306	1.0	
TEP1	ENSG00000129566	Q99973	0	0	0	0	0	0	0	0.0	0.0				12.610339093427845	12.38381380323732	-0.124624339841367	0.98051405015397	1.0	
SEPTIN5	ENSG00000184702	Q99719	0	0	0	0	0	0	0	0.0	0.0				13.890014484319886	13.501803792452492	-0.536118376367125	0.207238032041019	0.491301543742432	
LUC7L	ENSG00000007392	Q9NQ29	0	0	0	0	0	0	0	0.0	0.0				14.7117221119911	14.74930858487089	0.0518174579432085	0.772551108797428	1.0	
TIGAR	ENSG00000078237	Q9NQ88	0	0	0	0	0	0	0	0.0	0.0				15.280527569342208	15.30886377712143	0.0610477033626442	0.792978127960313	1.0	
ITCH	ENSG00000078747	Q96J02	0	0	0	0	0	0	0	0.0	0.0				12.812633652403111	12.966336559778284	0.0655703536451429	0.999345738932484	1.0	
SCAF8	ENSG00000213079	Q9UPN6	0	0	0	0	0	0	0	0.0	0.0				12.069362118463317	11.924208655850576	0.0215185744607027	0.98812306721808	1.0	
GDA	ENSG00000119125	Q9Y2T3	0	0	0	0	0	0	0	0.0	0.0				12.295083576506924	13.826439354323352	1.74271085408086	7.95759435047781e-05	0.000755238351588061	
WDR37	ENSG00000047056	Q9Y2I8	0	0	0	0	0	0	0	0.0	0.0				13.077895722308032	13.007787244208833	-0.113916399130674	0.927938636139324	1.0	
DNAJC16	ENSG00000116138	Q9Y2G8	0	0	0	0	0	0	0	0.0	0.0				11.6202758908249	11.832573835890207	0.217672522452551	0.470390618755761	0.826890263274388	
PIN4	ENSG00000102309	Q9Y237	0	0	0	0	0	0	0	0.0	0.0				15.30133184822088	15.604806874400367	0.307589396462203	0.110611056965194	0.31025853899247	
GNE	ENSG00000159921	Q9Y223	0	0	0	0	0	0	0	0.0	0.0				13.218895812443263	13.157298594720846	-0.0467649671862694	0.815110989365065	1.0	
MTMR6	ENSG00000139505	Q9Y217	0	0	0	0	0	0	0	0.0	0.0				13.077115626972665	12.972997946086139	-0.0989865425929304	0.329920321037131	0.667855855304174	
SMC3	ENSG00000108055	Q9UQE7	0	0	0	0	0	0	0	0.0	0.0				12.950689186956309	12.762944862836338	-0.188378583752032	0.114913581194531	0.319417325740065	
SRRM2	ENSG00000167978	Q9UQ35	0	0	0	0	0	0	0	0.0	0.0				14.426903623083264	14.318952812586954	-0.08496900347238	0.959562187281048	1.0	
WASF3	ENSG00000132970	Q9UPY6	0	0	0	0	0	0	0	0.0	0.0				12.587092297505821	12.621150053743165	0.0394858636212642	0.934771423784826	1.0	
ZC3H4	ENSG00000130749	Q9UPT8	0	0	0	0	0	0	0	0.0	0.0				12.427295613640627	12.329573927456314	-0.0848888011631353	0.842046262545081	1.0	
TNRC6B	ENSG00000100354	Q9UPQ9	0	0	0	0	0	0	0	0.0	0.0				12.070373604254698	12.047493823254442	0.000871156897967909	0.999999968173617	1.0	
LIMCH1	ENSG00000064042	Q9UPQ0	0	0	0	0	0	0	0	0.0	0.0				13.441362272100319	12.889721665494456	-0.515732843717113	0.00686597858878372	0.0347344952536148	
WDR3	ENSG00000065183	Q9UNX4	0	0	0	0	0	0	0	0.0	0.0				12.224551384674715	12.03275613691843	-0.191442429601113	0.927107105822222	1.0	
LUC7L2	ENSG00000146963	Q9Y383	0	0	0	0	0	0	0	0.0	0.0				14.587831251235517	14.561501515229665	-0.0597397486726174	0.961687882902747	1.0	
NOVA2	ENSG00000104967	Q9UNW9	0	0	0	0	0	0	0	0.0	0.0				11.891465701163211	11.219450631331478	-0.516193927960495	0.110417731321857	0.310176928938841	
NOL7	ENSG00000225921	Q9UMY1	0	0	0	0	0	0	0	0.0	0.0				13.43864007576635	13.713881269778504	0.192402473774932	0.494529555042238	0.85137220416089	
PRPF19	ENSG00000110107	Q9UMS4	0	0	0	0	0	0	0	0.0	0.0				15.070394319979068	14.978915475449963	-0.0654545472277232	0.942575572252526	1.0	
PPT2	ENSG00000221988	Q9UMR5	0	0	0	0	0	0	0	0.0	0.0				14.273541653885781	14.648797287176173	0.380697866601941	0.4535849507797	0.81201021520309	
NOTCH3	ENSG00000074181	Q9UM47	0	0	0	0	0	0	0	0.0	0.0				11.320509660593482	11.611089589871508	0.305924236444717	0.0136527212979232	0.0603874464278167	
ABT1	ENSG00000146109	Q9ULW3	0	0	0	0	0	0	0	0.0	0.0				13.366484008218608	13.262062582579862	-0.0989998279894036	0.9112844563379	1.0	
ZMYND8	ENSG00000101040	Q9ULU4	0	0	0	0	0	0	0	0.0	0.0				11.12108058336342	11.246340033328131	0.130500538252074	0.891396183905182	1.0	
TBC1D24	ENSG00000162065	Q9ULP9	0	0	0	0	0	0	0	0.0	0.0				13.14633340840857	12.92253904387488	-0.320990067637003	0.0120988971093788	0.0551951296471338	
RAB21	ENSG00000080371	Q9UL25	0	0	0	0	0	0	0	0.0	0.0				16.523958991091167	16.903048873273242	0.33144149357979	0.0180295308961124	0.0761217004898458	
ITGA11	ENSG00000137809	Q9UKX5	0	0	0	0	0	0	0	0.0	0.0				13.477978707973662	11.47337376824366	-1.83168160760003	7.59892191303459e-08	1.45950818844929e-06	
ACIN1	ENSG00000100813	Q9UKV3	0	0	0	0	0	0	0	0.0	0.0				13.932573112528349	13.88978565823028	0.00875927699034769	0.999999999991547	1.0	
TNIK	ENSG00000154310	Q9UKE5	0	0	0	0	0	0	0	0.0	0.0				13.29294463677375	13.551365393418699	0.232041629514713	0.145362524552695	0.377062998417136	
WBP11	ENSG00000084463	Q9Y2W2	0	0	0	0	0	0	0	0.0	0.0				13.361610548814465	13.41687085271926	0.0983425846904734	0.895661861152556	1.0	
RRP7A	ENSG00000189306	Q9Y3A4	0	0	0	0	0	0	0	0.0	0.0				12.972769431108714	13.132022272194153	0.150047644928888	0.454833357134591	0.812448235032975	
HINT3	ENSG00000111911	Q9NQE9	0	0	0	0	0	0	0	0.0	0.0				13.60118828680962	13.696683229248947	0.128410789579756	0.635138805862347	0.981373458962655	
PCDHGB2	ENSG00000253910	Q9Y5G2	0	0	0	0	0	0	0	0.0	0.0				15.322573570005488	14.748884423832138	-0.568216603737055	0.00637247035980355	0.0326459467076373	
AK5	ENSG00000154027	Q9Y6K8	0	0	0	0	0	0	0	0.0	0.0				13.825491255971707	13.94523006636799	0.168425828478355	0.556977324460831	0.912677003899066	
MAD1L1	ENSG00000002822	Q9Y6D9	0	0	0	0	0	0	0	0.0	0.0				12.999460892911047	12.637954052451697	-0.428714357277859	0.000279854189663306	0.00228281396954235	
POMT1	ENSG00000130714	Q9Y6A1	0	0	0	0	0	0	0	0.0	0.0				11.998881073591999	11.360652230261751	-0.557395308710941	0.00770013480198306	0.0382374792182612	
SLC12A7	ENSG00000113504	Q9Y666	0	0	0	0	0	0	0	0.0	0.0				11.230670313750622	11.70396193103948	0.46128142317586	0.237437164368992	0.539206001328541	
F11R	ENSG00000158769	Q9Y624	0	0	0	0	0	0	0	0.0	0.0				13.019680590383729	13.53956055599048	0.280760764356027	0.401666088758066	0.755340212048855	
NCOR2	ENSG00000196498	Q9Y618	0	0	0	0	0	0	0	0.0	0.0				12.923720084886492	12.921733004655515	-0.0779819121369222	0.999998992997353	1.0	
SNX8	ENSG00000106266	Q9Y5X2	0	0	0	0	0	0	0	0.0	0.0				12.985083616592032	13.038063011451385	0.0804684387275116	0.657965163843578	1.0	
GTF3C3	ENSG00000119041	Q9Y5Q9	0	0	0	0	0	0	0	0.0	0.0				10.257908792324784	8.85918531568263	-1.57523357963029	0.945155044275958	1.0	
CERT1	ENSG00000113163	Q9Y5P4	0	0	0	0	0	0	0	0.0	0.0				13.255387378945429	13.314179672388624	0.0931383141814676	0.641019091452804	0.984840940456461	
HEMK2	ENSG00000156239	Q9Y5N5	0	0	0	0	0	0	0	0.0	0.0				11.044573915391826	9.141008145632352	-3.24008435182222	0.30600079396343	0.63742665389588	
TNPO3	ENSG00000064419	Q9Y5L0	0	0	0	0	0	0	0	0.0	0.0				12.029126180875304	11.662620887475581	-0.364009008271059	0.0476079951719192	0.165436022473491	
CD2AP	ENSG00000198087	Q9Y5K6	0	0	0	0	0	0	0	0.0	0.0				14.240966085075934	14.480787949155532	0.299366533793003	0.00246580979601281	0.0147531977869151	
NME7	ENSG00000143156	Q9Y5B8	0	0	0	0	0	0	0	0.0	0.0				12.037189348177936	11.895556580594903	-0.136046053466529	0.930359743155448	1.0	
RRP15	ENSG00000067533	Q9Y3B9	0	0	0	0	0	0	0	0.0	0.0				14.588016085524803	14.591391713123818	0.00882875134891278	0.841937904140679	1.0	
CTDP1	ENSG00000060069	Q9Y5B0	0	0	0	0	0	0	0	0.0	0.0				12.671964453317457	12.443571079665048	-0.315675444459826	0.126455454992528	0.341839984726939	
IFT25	ENSG00000081870	Q9Y547	0	0	0	0	0	0	0	0.0	0.0				14.640759742358933	14.937869914040585	0.302547705332353	0.0407976501342328	0.14732918142802	
CEP170B	ENSG00000099814	Q9Y4F5	0	0	0	0	0	0	0	0.0	0.0				13.20786214522402	13.160206523947858	-0.00577246360732619	0.999999999178269	1.0	
WDR7	ENSG00000091157	Q9Y4E6	0	0	0	0	0	0	0	0.0	0.0				11.810587226148279	11.89634341143729	0.0427306027133373	0.869478107450411	1.0	
KIF3A	ENSG00000131437	Q9Y496	0	0	0	0	0	0	0	0.0	0.0				13.031513468571372	13.31393313637141	0.310871267352388	7.38200338283197e-05	0.000704148672847238	
ATP6V0A2	ENSG00000185344	Q9Y487	0	0	0	0	0	0	0	0.0	0.0				13.570918286479907	13.315758809174216	-0.442657878629914	0.197826582012323	0.474640347418735	
SAMHD1	ENSG00000101347	Q9Y3Z3	0	0	0	0	0	0	0	0.0	0.0				13.205699940161697	12.927692139334495	-0.214704367509263	0.459967557952535	0.817401030595352	
CCDC9	ENSG00000105321	Q9Y3X0	0	0	0	0	0	0	0	0.0	0.0				14.702097328365369	14.714973753877139	0.0513007873043853	0.94727781186124	1.0	
RABGAP1	ENSG00000011454	Q9Y3P9	0	0	0	0	0	0	0	0.0	0.0				12.913065296283344	12.725424702004702	-0.240892211420229	0.49480562447967	0.85137220416089	
STARD13	ENSG00000133121	Q9Y3M8	0	0	0	0	0	0	0	0.0	0.0				12.497863991422985	12.46018733919373	-0.0321894392263083	0.865539047819972	1.0	
HDGFL3	ENSG00000166503	Q9Y3E1	0	0	0	0	0	0	0	0.0	0.0				15.477500584485684	15.179831810148265	-0.284273012767159	0.230893385969148	0.529010078811642	
MRPS23	ENSG00000181610	Q9Y3D9	0	0	0	0	0	0	0	0.0	0.0				13.903243125568439	14.152072129282713	0.240246020962678	0.0885942865842122	0.265047831569958	
TASOR	ENSG00000163946	Q9UK61	0	0	0	0	0	0	0	0.0	0.0				11.206053211000333	11.275538534448614	0.074901973944607	0.86752550183796	1.0	
RPS6KA6	ENSG00000072133	Q9UK32	0	0	0	0	0	0	0	0.0	0.0				14.599025663459823	15.2715517333607	0.677718395191527	0.0879104004475255	0.263684663279873	
GGA2	ENSG00000103365	Q9UJY4	0	0	0	0	0	0	0	0.0	0.0				12.85200055043178	12.923050310400242	-0.376801621782713	0.98994081684932	1.0	
TMEM106B	ENSG00000106460	Q9NUM4	0	0	0	0	0	0	0	0.0	0.0				14.416632819533135	14.86512052909885	0.448095612062327	0.00882842876714311	0.0427172309091656	
PGPEP1	ENSG00000130517	Q9NXJ5	0	0	0	0	0	0	0	0.0	0.0				13.33279633826227	13.507606915265487	0.0396009020871961	0.900149837854897	1.0	
SIRT5	ENSG00000124523	Q9NXA8	0	0	0	0	0	0	0	0.0	0.0				12.262224297750373	12.444544881688467	0.126432271255716	0.453064590523595	0.81135920915459	
RAB20	ENSG00000139832	Q9NX57	0	0	0	0	0	0	0	0.0	0.0				12.345636179922256	12.316697821897659	-2.32933882036046	0.593852516634414	0.94755515608296	
HYPK	ENSG00000242028	Q9NX55	0	0	0	0	0	0	0	0.0	0.0				13.12819607322871	13.593557193697185	0.556372334558286	0.0153499490294267	0.0663914589318562	
MARCHF5	ENSG00000198060	Q9NX47	0	0	0	0	0	0	0	0.0	0.0				14.797565964341965	14.790901200275629	0.0285628268512984	0.95647064453562	1.0	
HIF1AN	ENSG00000166135	Q9NWT6	0	0	0	0	0	0	0	0.0	0.0				13.481412586671611	13.704563143139024	0.210037731165019	0.016528380531727	0.0706257949417536	
MCUB	ENSG00000005059	Q9NWR8	0	0	0	0	0	0	0	0.0	0.0				12.1585074008438	12.2863908432468	0.0601136249235841	0.905938644949179	1.0	
WDR70	ENSG00000082068	Q9NW82	0	0	0	0	0	0	0	0.0	0.0				12.179949994818799	11.982494023080882	-0.329376757987097	0.124562600990298	0.33879223886748	
RBM28	ENSG00000106344	Q9NW13	0	0	0	0	0	0	0	0.0	0.0				13.211995230038596	13.253295013152442	0.0236944087926389	0.998729431351299	1.0	
PNPO	ENSG00000108439	Q9NVS9	0	0	0	0	0	0	0	0.0	0.0				14.996660078934827	15.285407637016672	0.326843262055437	0.00614989923584447	0.0316200808260388	
EXD2	ENSG00000081177	Q9NVH0	0	0	0	0	0	0	0	0.0	0.0				12.838955343868534	12.528914212433975	-0.103853488563582	0.485877922595376	0.842664312649342	
TBC1D13	ENSG00000107021	Q9NVG8	0	0	0	0	0	0	0	0.0	0.0				13.888123746811932	13.825336969681906	-0.0590689120463184	0.976119982913939	1.0	
PDRG1	ENSG00000088356	Q9NUG6	0	0	0	0	0	0	0	0.0	0.0				12.289645610953336	12.692147811511258	0.251329972123344	0.195554204965524	0.471493670355173	
MSRA	ENSG00000175806	Q9UJ68	0	0	0	0	0	0	0	0.0	0.0				12.806963866975225	13.14533878123028	0.305714154136723	0.187469074453456	0.45843753813262	
SMC4	ENSG00000113810	Q9NTJ3	0	0	0	0	0	0	0	0.0	0.0				12.87067829345191	12.443490137290805	-0.621552418333815	0.344245911942157	0.686794836994458	
NRBP2	ENSG00000185189	Q9NSY0	0	0	0	0	0	0	0	0.0	0.0				13.015050588750977	12.916130204105478	-0.0903809671475977	0.907084641481959	1.0	
KLC4	ENSG00000137171	Q9NSK0	0	0	0	0	0	0	0	0.0	0.0				14.023471669154283	13.872776856032726	-0.237251575833916	0.889085267100183	1.0	
SLX9	ENSG00000160256	Q9NSI2	0	0	0	0	0	0	0	0.0	0.0				13.044446640928001	13.558625315028138	0.521592209334975	0.00220250401530883	0.0133326792208759	
FARSB	ENSG00000116120	Q9NSD9	0	0	0	0	0	0	0	0.0	0.0				15.5441124616268	15.308755648773598	-0.228861840654654	3.04285926374612e-07	5.14651957862254e-06	
COXFA4L2	ENSG00000185633	Q9NRX3	0	0	0	0	0	0	0	0.0	0.0				16.525379084493203	16.463531412360958	-0.131218551629077	0.754726066156326	1.0	
PNO1	ENSG00000115946	Q9NRX1	0	0	0	0	0	0	0	0.0	0.0				13.725565667204465	13.738406481562661	-0.0182487085391454	0.987692811592297	1.0	
CHRAC1	ENSG00000104472	Q9NRG0	0	0	0	0	0	0	0	0.0	0.0				11.58792075678318	11.889751208058184	0.307167962197925	0.496925252667644	0.853420230662145	
CTPS2	ENSG00000047230	Q9NRF8	0	0	0	0	0	0	0	0.0	0.0				12.60516073812657	12.40176715136158	-0.178648191478992	0.717868214136483	1.0	
EIF4ENIF1	ENSG00000184708	Q9NRA8	0	0	0	0	0	0	0	0.0	0.0				12.040909145529044	11.845063280318021	-0.217682449226826	0.495646943615549	0.852043562659497	
EIF2B3	ENSG00000070785	Q9NR50	0	0	0	0	0	0	0	0.0	0.0				13.149701671830712	12.984499146573087	-0.169871679723985	0.0635220486350456	0.205548787873311	
GPHN	ENSG00000171723	Q9NQX3	0	0	0	0	0	0	0	0.0	0.0				13.139468325340733	12.990481593928617	-0.115291053385995	0.946545811985614	1.0	
GDAP2	ENSG00000196505	Q9NXN4	0	0	0	0	0	0	0	0.0	0.0				11.804477924207088	11.694126702073149	0.0254389615601417	0.995692625937343	1.0	
NDE1	ENSG00000072864	Q9NXR1	0	0	0	0	0	0	0	0.0	0.0				12.76836421412062	13.11973123657534	0.329587581862986	0.0213747946700079	0.0873806541127451	
TMOD3	ENSG00000138594	Q9NYL9	0	0	0	0	0	0	0	0.0	0.0				16.111140320766765	16.189742626663005	0.0959652083536481	0.798682233686089	1.0	
CLIC5	ENSG00000112782	Q9NZA1	0	0	0	0	0	0	0	0.0	0.0				13.915208891463587	13.97029660935201	0.0605559709366519	0.968852557144426	1.0	
CNOT7	ENSG00000198791	Q9UIV1	0	0	0	0	0	0	0	0.0	0.0				13.38388735271716	13.280757321842508	-0.154386275079104	0.854905765100428	1.0	
SLC12A6	ENSG00000140199	Q9UHW9	0	0	0	0	0	0	0	0.0	0.0				11.91797612713159	12.146743142802027	0.234065055547832	0.804213838434336	1.0	
SHPK	ENSG00000197417	Q9UHJ6	0	0	0	0	0	0	0	0.0	0.0				12.31153241248715	12.292782696893717	-0.0383892537191812	0.9962172615296	1.0	
DDX20	ENSG00000064703	Q9UHI6	0	0	0	0	0	0	0	0.0	0.0				12.487782504081277	12.60951104583254	0.182211186201628	0.74395756176437	1.0	
UBQLN2	ENSG00000188021	Q9UHD9	0	0	0	0	0	0	0	0.0	0.0				15.071356898558278	15.171555094138437	0.143993888480839	0.634814729112215	0.981371070248307	
NDRG3	ENSG00000101079	Q9UGV2	0	0	0	0	0	0	0	0.0	0.0				13.622791099778055	13.683909093586912	0.22806451103197	0.849442597002967	1.0	
LIMD1	ENSG00000144791	Q9UGP4	0	0	0	0	0	0	0	0.0	0.0				12.339117600699765	12.702139547758513	0.416196276658731	0.0834408292630026	0.253907485823938	
TUBGCP4	ENSG00000137822	Q9UGJ1	0	0	0	0	0	0	0	0.0	0.0				9.011993694071855	9.281331254258278	-0.023682537155455	0.93293341461	1.0	
AASS	ENSG00000008311	Q9UDR5	0	0	0	0	0	0	0	0.0	0.0				11.811521619883965	11.26662554043354	-0.449774528550269	0.000430990443214295	0.00334061812756798	
GULP1	ENSG00000144366	Q9UBP9	0	0	0	0	0	0	0	0.0	0.0				14.244657275398433	13.47360743696651	-0.765539323670605	0.00827753154177388	0.0403966354140317	
SPAST	ENSG00000021574	Q9UBP0	0	0	0	0	0	0	0	0.0	0.0				12.523902596537592	12.520952252520912	-0.0932906087656001	0.84937535013872	1.0	
HDAC6	ENSG00000094631	Q9UBN7	0	0	0	0	0	0	0	0.0	0.0				13.055248772188639	12.992444230866493	0.344428202108758	0.476052860599025	0.830993049167064	
RABL2A	ENSG00000144134	Q9UBK7	0	0	0	0	0	0	0	0.0	0.0				13.147411468297157	13.528837098153875	0.386820954714113	0.355485398757462	0.699419712115426	
EPS15L1	ENSG00000127527	Q9UBC2	0	0	0	0	0	0	0	0.0	0.0				14.355307314271126	14.560731131969535	0.198153054636091	0.00548868557544348	0.0287420447971005	
MBD2	ENSG00000134046	Q9UBB5	0	0	0	0	0	0	0	0.0	0.0				13.641498029886705	13.679906345697223	0.193565236689902	0.183572724181763	0.450855247166826	
STX18	ENSG00000168818	Q9P2W9	0	0	0	0	0	0	0	0.0	0.0				13.518027054668009	13.60237727870621	0.14775962119896	0.777822817842769	1.0	
MYEF2	ENSG00000104177	Q9P2K5	0	0	0	0	0	0	0	0.0	0.0				13.491125887667945	13.67857573257917	0.239686660426437	0.306945362522077	0.638455368594013	
PCDH10	ENSG00000138650	Q9P2E7	0	0	0	0	0	0	0	0.0	0.0				12.129912563748022	10.81860013240263	-2.02781474185159	0.000341703054016795	0.00272305134185536	
HEATR5B	ENSG00000008869	Q9P2D3	0	0	0	0	0	0	0	0.0	0.0				10.319329959283634	10.246025616248245	-0.208179320482557	0.888634622774912	1.0	
CTTNBP2NL	ENSG00000143079	Q9P2B4	0	0	0	0	0	0	0	0.0	0.0				13.835647744986478	13.730869767484712	-0.146145830330262	0.798153098703616	1.0	
STK26	ENSG00000134602	Q9P289	0	0	0	0	0	0	0	0.0	0.0				12.262097617336458	11.967122901117715	0.0586368681106313	0.77822652422918	1.0	
PHRF1	ENSG00000070047	Q9P1Y6	0	0	0	0	0	0	0	0.0	0.0				10.386943901946829	10.719303389803336	1.35443389098815	0.220318359740175	0.513291046993353	
CHMP5	ENSG00000086065	Q9NZZ3	0	0	0	0	0	0	0	0.0	0.0				14.814888156533499	15.202355402173218	0.549684733436289	0.0176708545563606	0.0749424116140262	
PALS2	ENSG00000105926	Q9NZW5	0	0	0	0	0	0	0	0.0	0.0				13.117273179432773	13.212133594469282	0.119282809371111	0.768262104741656	1.0	
IGF2BP1	ENSG00000159217	Q9NZI8	0	0	0	0	0	0	0	0.0	0.0				11.980275732902243	12.113709828188377	0.138835770639882	0.82834049986161	1.0	
WNK4	ENSG00000126562	Q96J92	0	0	0	0	0	0	0	0.0	0.0				12.721795944429054	13.265519190251261	0.636319078155846	7.67936546539828e-06	9.50028050806696e-05	
PAWR	ENSG00000177425	Q96IZ0	0	0	0	0	0	0	0	0.0	0.0				15.647888954866785	15.248302463882588	-0.401800090875251	0.000525826536276733	0.00396715466650329	
