contig	polya_length	coverage	run	condition
ENST00000221138.9	143	82	s1_r1	s1
ENST00000221200.9	82	24	s1_r1	s1
ENST00000221232.11	99	3	s1_r1	s1
ENST00000221233.9	91	14	s1_r1	s1
ENST00000221249.10	54	13	s1_r1	s1
ENST00000221264.8	199	15	s1_r1	s1
ENST00000221265.8	171	1	s1_r1	s1
ENST00000221283.10	44	1	s1_r1	s1
ENST00000221315.10	39	2	s1_r1	s1
ENST00000221363.8	164	5	s1_r1	s1
ENST00000221413.10	65	5	s1_r1	s1
ENST00000221418.9	26	11	s1_r1	s1
ENST00000221419.10	46	16	s1_r1	s1
ENST00000221431.11	139	2	s1_r1	s1
ENST00000221452.13	39	6	s1_r1	s1
ENST00000221455.8	14	4	s1_r1	s1
ENST00000221459.7	33	13	s1_r1	s1
ENST00000221462.9	80	4	s1_r1	s1
ENST00000221466.10	163	39	s1_r1	s1
ENST00000221480.6	63	3	s1_r1	s1
ENST00000221486.6	37	2	s1_r1	s1
ENST00000221494.10	78	9	s1_r1	s1
ENST00000221496.5	155	3	s1_r1	s1
ENST00000221498.7	130	2	s1_r1	s1
ENST00000221504.12	142	1	s1_r1	s1
ENST00000221543.10	70	15	s1_r1	s1
ENST00000221554.13	33	3	s1_r1	s1
ENST00000221561.12	79	63	s1_r1	s1
ENST00000221566.7	55	31	s1_r1	s1
ENST00000221573.11	117	37	s1_r1	s1
ENST00000221576.4	58	1	s1_r1	s1
ENST00000221665.5	108	8	s1_r1	s1
ENST00000221735.12	5	1	s1_r1	s1
ENST00000221770.7	148	2	s1_r1	s1
ENST00000221784.8	33	5	s1_r1	s1
ENST00000221801.8	60	13	s1_r1	s1
ENST00000221855.8	55	120	s1_r1	s1
ENST00000221856.11	64	2	s1_r1	s1
ENST00000221859.9	54	19	s1_r1	s1
ENST00000221891.9	170	24	s1_r1	s1
ENST00000221922.11	213	2	s1_r1	s1
ENST00000221930.6	77	33	s1_r1	s1
ENST00000221943.14	40	9	s1_r1	s1
ENST00000221957.9	54	138	s1_r1	s1
ENST00000221975.6	37	18	s1_r1	s1
ENST00000221980.5	243	8	s1_r1	s1
ENST00000222005.7	50	90	s1_r1	s1
ENST00000222008.11	74	433	s1_r1	s1
ENST00000222115.5	46	4	s1_r1	s1
ENST00000222120.8	180	3	s1_r1	s1
ENST00000222139.11	50	8	s1_r1	s1
ENST00000222145.9	112	11	s1_r1	s1
ENST00000222214.10	88	11	s1_r1	s1
ENST00000222219.8	141	46	s1_r1	s1
ENST00000222224.4	105	1	s1_r1	s1
ENST00000222247.10	57	1733	s1_r1	s1
ENST00000222250.5	35	4	s1_r1	s1
ENST00000222254.13	55	30	s1_r1	s1
ENST00000222256.9	17	2	s1_r1	s1
ENST00000222266.2	171	1	s1_r1	s1
ENST00000222271.7	167	10	s1_r1	s1
ENST00000222284.10	67	96	s1_r1	s1
ENST00000222305.8	81	31	s1_r1	s1
ENST00000222307.9	123	66	s1_r1	s1
ENST00000222308.8	68	24	s1_r1	s1
ENST00000222329.9	42	43	s1_r1	s1
ENST00000222330.8	148	10	s1_r1	s1
ENST00000222345.11	86	19	s1_r1	s1
ENST00000222388.6	14	1	s1_r1	s1
ENST00000222390.11	88	5	s1_r1	s1
ENST00000222399.11	130	21	s1_r1	s1
ENST00000222402.8	64	7	s1_r1	s1
ENST00000222462.3	56	1	s1_r1	s1
ENST00000222482.10	84	5	s1_r1	s1
ENST00000222511.11	126	8	s1_r1	s1
ENST00000222543.11	137	1294	s1_r1	s1
ENST00000222547.8	55	29	s1_r1	s1
ENST00000222553.8	70	115	s1_r1	s1
ENST00000222567.6	138	10	s1_r1	s1
ENST00000222572.8	147	30	s1_r1	s1
ENST00000222573.5	58	12	s1_r1	s1
ENST00000222574.9	67	6	s1_r1	s1
ENST00000222597.6	25	2	s1_r1	s1
ENST00000222644.10	83	2	s1_r1	s1
ENST00000222673.6	69	28	s1_r1	s1
ENST00000222690.10	33	28	s1_r1	s1
ENST00000222693.5	50	69	s1_r1	s1
ENST00000222747.8	49	1	s1_r1	s1
ENST00000222800.8	38	4	s1_r1	s1
ENST00000222803.10	106	55	s1_r1	s1
ENST00000222812.8	206	8	s1_r1	s1
ENST00000222969.10	60	29	s1_r1	s1
ENST00000222990.8	78	23	s1_r1	s1
ENST00000223023.5	86	18	s1_r1	s1
ENST00000223029.8	51	37	s1_r1	s1
ENST00000223054.8	98	1	s1_r1	s1
ENST00000223061.6	163	99	s1_r1	s1
ENST00000223073.6	97	15	s1_r1	s1
ENST00000223095.5	124	5898	s1_r1	s1
ENST00000223122.4	98	2	s1_r1	s1
ENST00000223127.8	158	139	s1_r1	s1
ENST00000223129.8	28	3	s1_r1	s1
ENST00000223136.5	75	115	s1_r1	s1
ENST00000223145.10	111	2	s1_r1	s1
ENST00000223208.10	174	7	s1_r1	s1
ENST00000223210.5	148	2	s1_r1	s1
ENST00000223215.10	112	10	s1_r1	s1
ENST00000223271.8	137	71	s1_r1	s1
ENST00000223273.7	61	13	s1_r1	s1
ENST00000223293.10	34	1	s1_r1	s1
ENST00000223321.9	64	166	s1_r1	s1
ENST00000223324.3	76	58	s1_r1	s1
ENST00000223336.11	61	12	s1_r1	s1
ENST00000223357.8	152	38	s1_r1	s1
ENST00000223368.7	95	37	s1_r1	s1
ENST00000223369.3	40	138	s1_r1	s1
ENST00000223398.11	131	17	s1_r1	s1
ENST00000223423.8	75	6	s1_r1	s1
ENST00000223428.9	164	5	s1_r1	s1
