contig	polya_length	coverage	run	condition
ENST00000218364.5	70	10	s1_r3	s1
ENST00000218388.9	131	6533	s1_r3	s1
ENST00000218516.4	52	27	s1_r3	s1
ENST00000218652.11	38	19	s1_r3	s1
ENST00000218758.9	174	1	s1_r3	s1
ENST00000219066.5	25	3	s1_r3	s1
ENST00000219069.6	118	17	s1_r3	s1
ENST00000219070.9	171	1268	s1_r3	s1
ENST00000219097.7	80	2	s1_r3	s1
ENST00000219139.8	16	13	s1_r3	s1
ENST00000219169.9	50	65	s1_r3	s1
ENST00000219204.8	51	69	s1_r3	s1
ENST00000219252.10	45	64	s1_r3	s1
ENST00000219271.4	180	3	s1_r3	s1
ENST00000219281.8	39	5	s1_r3	s1
ENST00000219299.8	91	1	s1_r3	s1
ENST00000219302.8	77	40	s1_r3	s1
ENST00000219313.9	46	77	s1_r3	s1
ENST00000219315.9	137	1	s1_r3	s1
ENST00000219320.9	45	7	s1_r3	s1
ENST00000219343.11	94	8	s1_r3	s1
ENST00000219345.10	131	34	s1_r3	s1
ENST00000219400.8	50	15	s1_r3	s1
ENST00000219431.4	59	2	s1_r3	s1
ENST00000219439.9	134	12	s1_r3	s1
ENST00000219473.12	48	24	s1_r3	s1
ENST00000219476.9	28	1	s1_r3	s1
ENST00000219478.11	125	2	s1_r3	s1
ENST00000219479.7	55	110	s1_r3	s1
ENST00000219481.10	110	1	s1_r3	s1
ENST00000219535.7	37	2	s1_r3	s1
ENST00000219542.3	54	6	s1_r3	s1
ENST00000219548.9	60	125	s1_r3	s1
ENST00000219611.7	191	9	s1_r3	s1
ENST00000219689.12	140	1	s1_r3	s1
ENST00000219782.10	47	15	s1_r3	s1
ENST00000219789.11	62	76	s1_r3	s1
ENST00000219794.11	51	37	s1_r3	s1
ENST00000219797.9	73	1	s1_r3	s1
ENST00000219837.12	35	12	s1_r3	s1
ENST00000219905.12	33	4	s1_r3	s1
ENST00000220003.14	50	21	s1_r3	s1
ENST00000220058.9	42	4	s1_r3	s1
ENST00000220166.10	167	6	s1_r3	s1
ENST00000220244.7	134	28	s1_r3	s1
ENST00000220325.9	40	20	s1_r3	s1
ENST00000220429.12	97	2	s1_r3	s1
ENST00000220496.9	49	3	s1_r3	s1
ENST00000220509.10	72	25	s1_r3	s1
ENST00000220531.9	65	21	s1_r3	s1
ENST00000220562.9	77	14	s1_r3	s1
ENST00000220584.9	27	12	s1_r3	s1
