contig	polya_length	coverage	run	condition
ENST00000217652.8	54	930	s2_r1	s2
ENST00000217890.10	38	1	s2_r1	s2
ENST00000217893.10	47	29	s2_r1	s2
ENST00000217901.10	43	31	s2_r1	s2
ENST00000217909.8	222	3	s2_r1	s2
ENST00000217939.7	138	10	s2_r1	s2
ENST00000217958.8	53	54	s2_r1	s2
ENST00000217961.5	41	2	s2_r1	s2
ENST00000217971.8	47	230	s2_r1	s2
ENST00000218056.9	63	21	s2_r1	s2
ENST00000218104.6	41	13	s2_r1	s2
ENST00000218197.9	101	2	s2_r1	s2
ENST00000218200.12	62	1	s2_r1	s2
ENST00000218230.6	94	2	s2_r1	s2
ENST00000218340.4	87	15	s2_r1	s2
ENST00000218348.7	124	5	s2_r1	s2
ENST00000218364.5	169	7	s2_r1	s2
ENST00000218388.9	134	3746	s2_r1	s2
ENST00000218516.4	172	19	s2_r1	s2
ENST00000218652.11	130	27	s2_r1	s2
ENST00000218789.9	219	1	s2_r1	s2
ENST00000218981.5	178	1	s2_r1	s2
ENST00000219066.5	68	2	s2_r1	s2
ENST00000219069.6	75	31	s2_r1	s2
ENST00000219070.9	172	1574	s2_r1	s2
ENST00000219084.10	9	1	s2_r1	s2
ENST00000219091.9	113	1	s2_r1	s2
ENST00000219139.8	122	10	s2_r1	s2
ENST00000219169.9	72	63	s2_r1	s2
ENST00000219204.8	48	51	s2_r1	s2
ENST00000219240.9	167	3	s2_r1	s2
ENST00000219251.13	21	1	s2_r1	s2
ENST00000219252.10	67	64	s2_r1	s2
ENST00000219255.3	73	2	s2_r1	s2
ENST00000219271.4	93	9	s2_r1	s2
ENST00000219281.8	5	1	s2_r1	s2
ENST00000219299.8	119	2	s2_r1	s2
ENST00000219302.8	88	37	s2_r1	s2
ENST00000219313.9	123	92	s2_r1	s2
ENST00000219315.9	98	5	s2_r1	s2
ENST00000219320.9	124	13	s2_r1	s2
ENST00000219343.11	165	7	s2_r1	s2
ENST00000219345.10	127	40	s2_r1	s2
ENST00000219400.8	37	16	s2_r1	s2
ENST00000219409.8	84	1	s2_r1	s2
ENST00000219431.4	32	2	s2_r1	s2
ENST00000219439.9	83	12	s2_r1	s2
ENST00000219473.12	129	27	s2_r1	s2
ENST00000219476.9	184	3	s2_r1	s2
ENST00000219478.11	65	5	s2_r1	s2
ENST00000219479.7	56	104	s2_r1	s2
ENST00000219535.7	54	2	s2_r1	s2
ENST00000219542.3	119	8	s2_r1	s2
ENST00000219548.9	71	110	s2_r1	s2
ENST00000219551.2	23	1	s2_r1	s2
ENST00000219599.8	298	1	s2_r1	s2
ENST00000219611.7	16	8	s2_r1	s2
ENST00000219689.12	82	4	s2_r1	s2
ENST00000219700.10	26	1	s2_r1	s2
ENST00000219782.10	71	26	s2_r1	s2
ENST00000219789.11	64	75	s2_r1	s2
ENST00000219794.11	54	23	s2_r1	s2
ENST00000219837.12	69	7	s2_r1	s2
ENST00000219905.12	128	1	s2_r1	s2
ENST00000220003.14	51	12	s2_r1	s2
ENST00000220058.9	154	9	s2_r1	s2
ENST00000220166.10	182	4	s2_r1	s2
ENST00000220244.7	203	28	s2_r1	s2
ENST00000220325.9	120	17	s2_r1	s2
ENST00000220429.12	152	1	s2_r1	s2
ENST00000220496.9	79	5	s2_r1	s2
ENST00000220509.10	76	22	s2_r1	s2
ENST00000220531.9	78	24	s2_r1	s2
ENST00000220562.9	92	14	s2_r1	s2
ENST00000220584.9	122	9	s2_r1	s2
ENST00000220592.10	16	5	s2_r1	s2
ENST00000220659.11	122	15	s2_r1	s2
ENST00000220669.10	24	14	s2_r1	s2
ENST00000220751.5	67	21	s2_r1	s2
ENST00000220763.10	143	32	s2_r1	s2
ENST00000220764.7	59	46	s2_r1	s2
ENST00000220772.8	95	84	s2_r1	s2
ENST00000220809.9	46	112	s2_r1	s2
ENST00000220822.12	164	1	s2_r1	s2
ENST00000220847.8	112	1	s2_r1	s2
ENST00000220849.10	65	151	s2_r1	s2
ENST00000220853.8	38	46	s2_r1	s2
ENST00000220876.12	35	12	s2_r1	s2
ENST00000220913.10	70	8	s2_r1	s2
ENST00000220966.10	117	6	s2_r1	s2
ENST00000221086.8	134	16	s2_r1	s2
ENST00000221114.8	33	18	s2_r1	s2
ENST00000221130.11	195	36	s2_r1	s2
ENST00000221132.8	91	4	s2_r1	s2
ENST00000221138.9	38	92	s2_r1	s2
ENST00000221200.9	128	15	s2_r1	s2
ENST00000221232.11	45	3	s2_r1	s2
ENST00000221233.9	58	23	s2_r1	s2
ENST00000221249.10	66	13	s2_r1	s2
ENST00000221264.8	166	19	s2_r1	s2
ENST00000221265.8	23	3	s2_r1	s2
ENST00000221315.10	30	2	s2_r1	s2
ENST00000221327.8	186	1	s2_r1	s2
ENST00000221363.8	167	7	s2_r1	s2
ENST00000221413.10	62	4	s2_r1	s2
ENST00000221418.9	48	16	s2_r1	s2
ENST00000221419.10	116	15	s2_r1	s2
ENST00000221431.11	77	8	s2_r1	s2
ENST00000221452.13	77	14	s2_r1	s2
ENST00000221455.8	74	2	s2_r1	s2
ENST00000221459.7	74	15	s2_r1	s2
ENST00000221462.9	102	4	s2_r1	s2
ENST00000221466.10	161	39	s2_r1	s2
ENST00000221480.6	146	3	s2_r1	s2
ENST00000221486.6	101	5	s2_r1	s2
ENST00000221494.10	54	17	s2_r1	s2
ENST00000221496.5	257	1	s2_r1	s2
ENST00000221543.10	45	12	s2_r1	s2
ENST00000221554.13	31	8	s2_r1	s2
ENST00000221561.12	57	50	s2_r1	s2
ENST00000221566.7	121	30	s2_r1	s2
ENST00000221573.11	54	29	s2_r1	s2
ENST00000221576.4	31	1	s2_r1	s2
ENST00000221665.5	113	8	s2_r1	s2
ENST00000221671.8	64	1	s2_r1	s2
ENST00000221770.7	56	2	s2_r1	s2
ENST00000221784.8	46	6	s2_r1	s2
ENST00000221801.8	68	7	s2_r1	s2
ENST00000221855.8	55	109	s2_r1	s2
