contig	polya_length	coverage	run	condition
ENST00000223129.8	37	13	s2_r3	s2
ENST00000223136.5	85	136	s2_r3	s2
ENST00000223145.10	110	1	s2_r3	s2
ENST00000223208.10	120	2	s2_r3	s2
ENST00000223210.5	134	1	s2_r3	s2
ENST00000223215.10	32	6	s2_r3	s2
ENST00000223271.8	111	53	s2_r3	s2
ENST00000223273.7	139	18	s2_r3	s2
ENST00000223321.9	45	174	s2_r3	s2
ENST00000223324.3	56	31	s2_r3	s2
ENST00000223336.11	48	14	s2_r3	s2
ENST00000223357.8	157	21	s2_r3	s2
ENST00000223361.7	105	1	s2_r3	s2
ENST00000223368.7	39	21	s2_r3	s2
ENST00000223369.3	48	86	s2_r3	s2
ENST00000223398.11	60	10	s2_r3	s2
ENST00000223423.8	125	8	s2_r3	s2
ENST00000223428.9	134	3	s2_r3	s2
ENST00000223459.11	117	4	s2_r3	s2
ENST00000223500.9	50	118	s2_r3	s2
ENST00000223528.6	142	3	s2_r3	s2
ENST00000223609.10	87	1	s2_r3	s2
ENST00000223641.5	60	197	s2_r3	s2
ENST00000223864.7	43	26	s2_r3	s2
ENST00000223865.8	152	1	s2_r3	s2
ENST00000224073.6	53	217	s2_r3	s2
ENST00000224140.6	74	3	s2_r3	s2
ENST00000224237.9	54	1342	s2_r3	s2
ENST00000224756.12	22	1	s2_r3	s2
ENST00000224784.10	54	41	s2_r3	s2
