contig	polya_length	coverage	run	condition
ENST00000216181.11	88	41	s3_r3	s3
ENST00000216185.7	58	34	s3_r3	s3
ENST00000216190.13	40	140	s3_r3	s3
ENST00000216194.11	106	1	s3_r3	s3
ENST00000216214.7	104	1	s3_r3	s3
ENST00000216218.8	56	216	s3_r3	s3
ENST00000216225.9	111	108	s3_r3	s3
ENST00000216237.10	55	4	s3_r3	s3
ENST00000216241.14	69	2	s3_r3	s3
ENST00000216252.4	111	41	s3_r3	s3
ENST00000216254.9	48	22	s3_r3	s3
ENST00000216259.8	43	43	s3_r3	s3
ENST00000216264.13	77	27	s3_r3	s3
ENST00000216277.13	118	41	s3_r3	s3
ENST00000216281.13	144	303	s3_r3	s3
ENST00000216286.10	29	2	s3_r3	s3
ENST00000216288.11	143	1	s3_r3	s3
ENST00000216294.5	108	15	s3_r3	s3
ENST00000216297.7	37	35	s3_r3	s3
ENST00000216330.7	63	22	s3_r3	s3
ENST00000216373.10	149	3	s3_r3	s3
ENST00000216392.8	153	23	s3_r3	s3
ENST00000216410.8	45	13	s3_r3	s3
ENST00000216416.9	51	197	s3_r3	s3
ENST00000216420.12	38	18	s3_r3	s3
ENST00000216442.12	51	64	s3_r3	s3
ENST00000216446.9	48	15	s3_r3	s3
ENST00000216452.9	138	13	s3_r3	s3
ENST00000216455.9	142	82	s3_r3	s3
ENST00000216465.10	55	27	s3_r3	s3
ENST00000216468.8	70	6	s3_r3	s3
ENST00000216479.8	85	51	s3_r3	s3
ENST00000216484.7	155	27	s3_r3	s3
ENST00000216487.12	111	1	s3_r3	s3
ENST00000216489.8	106	9	s3_r3	s3
ENST00000216500.9	47	27	s3_r3	s3
ENST00000216513.5	97	3	s3_r3	s3
ENST00000216554.8	109	115	s3_r3	s3
ENST00000216602.10	81	1	s3_r3	s3
ENST00000216629.11	65	64	s3_r3	s3
ENST00000216639.8	76	1	s3_r3	s3
ENST00000216714.8	46	47	s3_r3	s3
ENST00000216727.9	152	5	s3_r3	s3
ENST00000216733.8	180	1	s3_r3	s3
ENST00000216743.6	238	1	s3_r3	s3
ENST00000216756.11	60	5	s3_r3	s3
ENST00000216774.11	71	19	s3_r3	s3
ENST00000216780.9	59	10	s3_r3	s3
ENST00000216797.10	71	36	s3_r3	s3
ENST00000216799.9	78	3	s3_r3	s3
ENST00000216802.10	46	28	s3_r3	s3
ENST00000216807.12	36	5	s3_r3	s3
ENST00000216832.9	27	11	s3_r3	s3
ENST00000216840.11	51	10	s3_r3	s3
ENST00000216877.10	70	27	s3_r3	s3
ENST00000216879.9	98	14	s3_r3	s3
ENST00000216962.9	126	23	s3_r3	s3
ENST00000216968.5	69	62	s3_r3	s3
ENST00000217073.7	431	1	s3_r3	s3
ENST00000217109.9	133	5	s3_r3	s3
ENST00000217121.9	98	2	s3_r3	s3
ENST00000217131.6	152	6	s3_r3	s3
ENST00000217173.7	31	1	s3_r3	s3
ENST00000217182.6	137	4	s3_r3	s3
ENST00000217195.12	65	2	s3_r3	s3
ENST00000217233.9	90	75	s3_r3	s3
ENST00000217244.9	129	8	s3_r3	s3
ENST00000217289.9	52	1	s3_r3	s3
ENST00000217315.9	61	7	s3_r3	s3
ENST00000217381.3	61	25	s3_r3	s3
ENST00000217402.3	37	32	s3_r3	s3
ENST00000217426.7	69	61	s3_r3	s3
ENST00000217446.8	52	12	s3_r3	s3
ENST00000217455.9	66	12	s3_r3	s3
ENST00000217456.3	113	100	s3_r3	s3
ENST00000217515.11	50	74	s3_r3	s3
ENST00000217652.8	78	912	s3_r3	s3
ENST00000217800.9	31	1	s3_r3	s3
ENST00000217893.10	43	33	s3_r3	s3
ENST00000217901.10	56	31	s3_r3	s3
ENST00000217909.8	17	2	s3_r3	s3
ENST00000217939.7	115	5	s3_r3	s3
ENST00000217958.8	48	64	s3_r3	s3
ENST00000217961.5	33	4	s3_r3	s3
ENST00000217971.8	59	196	s3_r3	s3
ENST00000217999.3	19	1	s3_r3	s3
ENST00000218056.9	102	9	s3_r3	s3
ENST00000218197.9	99	2	s3_r3	s3
ENST00000218230.6	84	5	s3_r3	s3
ENST00000218340.4	210	3	s3_r3	s3
ENST00000218348.7	39	9	s3_r3	s3
ENST00000218364.5	52	8	s3_r3	s3
ENST00000218388.9	138	5315	s3_r3	s3
ENST00000218516.4	66	13	s3_r3	s3
ENST00000218652.11	125	27	s3_r3	s3
ENST00000219066.5	65	5	s3_r3	s3
ENST00000219069.6	44	22	s3_r3	s3
ENST00000219070.9	169	1161	s3_r3	s3
ENST00000219084.10	152	1	s3_r3	s3
ENST00000219091.9	83	1	s3_r3	s3
ENST00000219097.7	102	2	s3_r3	s3
ENST00000219139.8	73	1	s3_r3	s3
ENST00000219168.8	59	1	s3_r3	s3
ENST00000219169.9	55	27	s3_r3	s3
ENST00000219204.8	51	57	s3_r3	s3
ENST00000219240.9	127	1	s3_r3	s3
ENST00000219251.13	106	1	s3_r3	s3
ENST00000219252.10	59	93	s3_r3	s3
ENST00000219271.4	69	1	s3_r3	s3
ENST00000219281.8	178	3	s3_r3	s3
ENST00000219299.8	38	2	s3_r3	s3
ENST00000219302.8	85	35	s3_r3	s3
ENST00000219313.9	66	71	s3_r3	s3
ENST00000219315.9	148	3	s3_r3	s3
ENST00000219320.9	43	2	s3_r3	s3
ENST00000219343.11	127	3	s3_r3	s3
ENST00000219345.10	154	13	s3_r3	s3
ENST00000219400.8	39	23	s3_r3	s3
ENST00000219409.8	93	1	s3_r3	s3
ENST00000219431.4	69	6	s3_r3	s3
ENST00000219439.9	59	6	s3_r3	s3
ENST00000219473.12	43	27	s3_r3	s3
ENST00000219476.9	175	3	s3_r3	s3
ENST00000219478.11	104	1	s3_r3	s3
ENST00000219479.7	54	73	s3_r3	s3
ENST00000219481.10	168	2	s3_r3	s3
ENST00000219542.3	52	12	s3_r3	s3
ENST00000219548.9	53	97	s3_r3	s3
ENST00000219611.7	69	4	s3_r3	s3
ENST00000219689.12	163	5	s3_r3	s3
ENST00000219782.10	43	11	s3_r3	s3
ENST00000219789.11	37	49	s3_r3	s3
ENST00000219794.11	41	18	s3_r3	s3
ENST00000219797.9	160	4	s3_r3	s3
ENST00000219837.12	108	6	s3_r3	s3
ENST00000219905.12	129	3	s3_r3	s3
ENST00000220003.14	27	8	s3_r3	s3
ENST00000220058.9	40	3	s3_r3	s3
ENST00000220166.10	150	5	s3_r3	s3
ENST00000220244.7	157	110	s3_r3	s3
ENST00000220325.9	92	17	s3_r3	s3
ENST00000220429.12	97	3	s3_r3	s3
ENST00000220496.9	82	3	s3_r3	s3
ENST00000220509.10	41	13	s3_r3	s3
ENST00000220531.9	94	25	s3_r3	s3
ENST00000220562.9	156	1	s3_r3	s3
ENST00000220584.9	49	9	s3_r3	s3
ENST00000220592.10	41	3	s3_r3	s3
ENST00000220659.11	128	28	s3_r3	s3
ENST00000220669.10	25	16	s3_r3	s3
ENST00000220751.5	58	17	s3_r3	s3
ENST00000220763.10	129	28	s3_r3	s3
ENST00000220764.7	49	40	s3_r3	s3
ENST00000220772.8	77	109	s3_r3	s3
ENST00000220809.9	51	48	s3_r3	s3
ENST00000220822.12	115	3	s3_r3	s3
ENST00000220849.10	57	201	s3_r3	s3
ENST00000220853.8	124	39	s3_r3	s3
ENST00000220876.12	39	4	s3_r3	s3
ENST00000220913.10	20	2	s3_r3	s3
ENST00000220959.8	4	1	s3_r3	s3
ENST00000220966.10	66	2	s3_r3	s3
ENST00000221086.8	110	7	s3_r3	s3
ENST00000221114.8	103	33	s3_r3	s3
ENST00000221130.11	101	13	s3_r3	s3
ENST00000221132.8	138	2	s3_r3	s3
ENST00000221138.9	118	68	s3_r3	s3
ENST00000221200.9	51	14	s3_r3	s3
ENST00000221222.15	225	1	s3_r3	s3
ENST00000221233.9	38	11	s3_r3	s3
ENST00000221249.10	33	4	s3_r3	s3
ENST00000221264.8	166	17	s3_r3	s3
ENST00000221265.8	101	2	s3_r3	s3
ENST00000221283.10	59	1	s3_r3	s3
ENST00000221315.10	6	2	s3_r3	s3
ENST00000221327.8	188	2	s3_r3	s3
ENST00000221363.8	153	1	s3_r3	s3
