contig	polya_length	coverage	run	condition
ENST00000223428.9	171	1	s2_r2	s2
ENST00000223459.11	155	1	s2_r2	s2
ENST00000223500.9	79	44	s2_r2	s2
ENST00000223528.6	104	1	s2_r2	s2
ENST00000223641.5	69	83	s2_r2	s2
ENST00000223642.3	123	1	s2_r2	s2
ENST00000223864.7	67	11	s2_r2	s2
ENST00000224073.6	64	105	s2_r2	s2
ENST00000224140.6	59	4	s2_r2	s2
ENST00000224237.9	54	755	s2_r2	s2
ENST00000224652.11	35	1	s2_r2	s2
ENST00000224756.12	39	1	s2_r2	s2
ENST00000224784.10	52	25	s2_r2	s2
ENST00000224807.9	143	1	s2_r2	s2
ENST00000224949.9	35	5	s2_r2	s2
ENST00000224950.8	110	7	s2_r2	s2
ENST00000225174.8	106	21	s2_r2	s2
ENST00000225235.5	22	3	s2_r2	s2
ENST00000225296.8	141	2	s2_r2	s2
ENST00000225298.12	67	12	s2_r2	s2
ENST00000225308.12	62	25	s2_r2	s2
ENST00000225388.9	62	18	s2_r2	s2
ENST00000225394.8	36	9	s2_r2	s2
ENST00000225430.9	43	455	s2_r2	s2
ENST00000225474.6	145	1	s2_r2	s2
ENST00000225504.8	68	21	s2_r2	s2
ENST00000225525.4	62	116	s2_r2	s2
ENST00000225577.9	27	4	s2_r2	s2
ENST00000225603.9	154	4	s2_r2	s2
ENST00000225655.6	61	556	s2_r2	s2
ENST00000225665.12	66	16	s2_r2	s2
ENST00000225698.8	83	77	s2_r2	s2
ENST00000225719.9	180	9	s2_r2	s2
ENST00000225724.9	36	2	s2_r2	s2
ENST00000225726.10	74	28	s2_r2	s2
ENST00000225728.8	127	15	s2_r2	s2
ENST00000225729.8	53	8	s2_r2	s2
ENST00000225737.11	5	1	s2_r2	s2
ENST00000225777.8	47	9	s2_r2	s2
ENST00000225792.10	102	80	s2_r2	s2
ENST00000225805.8	31	2	s2_r2	s2
ENST00000225831.4	24	307	s2_r2	s2
ENST00000225873.9	74	1	s2_r2	s2
ENST00000225916.10	222	3	s2_r2	s2
ENST00000225927.7	151	10	s2_r2	s2
ENST00000225929.5	110	3	s2_r2	s2
