contig	polya_length	coverage	run	condition
ENST00000222990.8	50	15	s4_r1	s4
ENST00000223023.5	83	27	s4_r1	s4
ENST00000223029.8	50	34	s4_r1	s4
ENST00000223061.6	169	115	s4_r1	s4
ENST00000223073.6	132	1	s4_r1	s4
ENST00000223095.5	115	5080	s4_r1	s4
ENST00000223122.4	159	1	s4_r1	s4
ENST00000223127.8	158	163	s4_r1	s4
ENST00000223129.8	72	22	s4_r1	s4
ENST00000223136.5	79	120	s4_r1	s4
ENST00000223145.10	95	1	s4_r1	s4
ENST00000223190.8	231	1	s4_r1	s4
ENST00000223208.10	138	5	s4_r1	s4
ENST00000223210.5	44	3	s4_r1	s4
ENST00000223215.10	59	14	s4_r1	s4
ENST00000223271.8	110	82	s4_r1	s4
ENST00000223273.7	26	12	s4_r1	s4
ENST00000223321.9	61	187	s4_r1	s4
ENST00000223324.3	84	59	s4_r1	s4
ENST00000223336.11	65	10	s4_r1	s4
ENST00000223357.8	150	22	s4_r1	s4
ENST00000223361.7	41	3	s4_r1	s4
