contig	polya_length	coverage	run	condition
ENST00000216014.9	55	161	s3_r1	s3
ENST00000216027.8	70	4	s3_r1	s3
ENST00000216029.7	100	13	s3_r1	s3
ENST00000216034.6	56	51	s3_r1	s3
ENST00000216037.10	51	185	s3_r1	s3
ENST00000216038.6	62	85	s3_r1	s3
ENST00000216039.9	38	17	s3_r1	s3
ENST00000216044.10	103	15	s3_r1	s3
ENST00000216061.9	26	2	s3_r1	s3
ENST00000216068.9	49	17	s3_r1	s3
ENST00000216080.5	110	13	s3_r1	s3
ENST00000216085.12	52	18	s3_r1	s3
ENST00000216101.7	145	1	s3_r1	s3
ENST00000216106.6	8	7	s3_r1	s3
ENST00000216117.9	54	273	s3_r1	s3
ENST00000216121.12	87	33	s3_r1	s3
ENST00000216122.9	106	4	s3_r1	s3
ENST00000216124.10	143	28	s3_r1	s3
ENST00000216127.5	52	9	s3_r1	s3
ENST00000216129.7	46	18	s3_r1	s3
ENST00000216133.10	67	4	s3_r1	s3
ENST00000216146.9	62	1189	s3_r1	s3
ENST00000216160.11	98	6	s3_r1	s3
ENST00000216181.11	72	268	s3_r1	s3
ENST00000216185.7	46	31	s3_r1	s3
ENST00000216190.13	43	101	s3_r1	s3
ENST00000216214.7	106	2	s3_r1	s3
ENST00000216218.8	42	163	s3_r1	s3
ENST00000216225.9	52	74	s3_r1	s3
ENST00000216237.10	195	4	s3_r1	s3
ENST00000216241.14	95	1	s3_r1	s3
ENST00000216252.4	90	38	s3_r1	s3
ENST00000216254.9	49	24	s3_r1	s3
ENST00000216259.8	108	51	s3_r1	s3
ENST00000216264.13	101	93	s3_r1	s3
ENST00000216267.12	10	3	s3_r1	s3
ENST00000216268.6	189	12	s3_r1	s3
ENST00000216271.10	164	1	s3_r1	s3
ENST00000216277.13	50	48	s3_r1	s3
ENST00000216281.13	67	428	s3_r1	s3
ENST00000216286.10	98	8	s3_r1	s3
ENST00000216288.11	75	2	s3_r1	s3
ENST00000216294.5	14	12	s3_r1	s3
ENST00000216297.7	29	26	s3_r1	s3
ENST00000216330.7	117	16	s3_r1	s3
ENST00000216350.12	59	2	s3_r1	s3
ENST00000216373.10	29	13	s3_r1	s3
ENST00000216392.8	113	35	s3_r1	s3
ENST00000216410.8	68	32	s3_r1	s3
ENST00000216416.9	63	190	s3_r1	s3
ENST00000216420.12	64	16	s3_r1	s3
ENST00000216442.12	57	96	s3_r1	s3
ENST00000216446.9	41	16	s3_r1	s3
ENST00000216452.9	30	11	s3_r1	s3
ENST00000216455.9	126	63	s3_r1	s3
ENST00000216463.8	25	2	s3_r1	s3
ENST00000216465.10	104	13	s3_r1	s3
ENST00000216468.8	23	8	s3_r1	s3
ENST00000216479.8	71	51	s3_r1	s3
ENST00000216484.7	133	27	s3_r1	s3
ENST00000216487.12	90	5	s3_r1	s3
ENST00000216489.8	38	9	s3_r1	s3
ENST00000216500.9	44	28	s3_r1	s3
ENST00000216513.5	107	5	s3_r1	s3
ENST00000216554.8	122	122	s3_r1	s3
ENST00000216629.11	63	40	s3_r1	s3
ENST00000216639.8	38	1	s3_r1	s3
ENST00000216714.8	51	68	s3_r1	s3
ENST00000216727.9	65	34	s3_r1	s3
ENST00000216743.6	209	1	s3_r1	s3
ENST00000216756.11	84	4	s3_r1	s3
ENST00000216774.11	115	21	s3_r1	s3
ENST00000216780.9	67	18	s3_r1	s3
ENST00000216797.10	65	49	s3_r1	s3
ENST00000216799.9	43	3	s3_r1	s3
ENST00000216802.10	44	28	s3_r1	s3
ENST00000216807.12	63	5	s3_r1	s3
ENST00000216832.9	211	13	s3_r1	s3
ENST00000216840.11	55	9	s3_r1	s3
ENST00000216862.8	208	1	s3_r1	s3
ENST00000216877.10	52	31	s3_r1	s3
ENST00000216879.9	33	18	s3_r1	s3
ENST00000216923.5	39	1	s3_r1	s3
ENST00000216962.9	70	40	s3_r1	s3
ENST00000216968.5	75	43	s3_r1	s3
ENST00000217026.5	31	1	s3_r1	s3
ENST00000217086.9	11	2	s3_r1	s3
ENST00000217109.9	142	13	s3_r1	s3
ENST00000217121.9	90	5	s3_r1	s3
ENST00000217131.6	159	17	s3_r1	s3
ENST00000217173.7	215	4	s3_r1	s3
ENST00000217182.6	64	11	s3_r1	s3
ENST00000217195.12	104	1	s3_r1	s3
ENST00000217233.9	42	54	s3_r1	s3
ENST00000217244.9	55	7	s3_r1	s3
ENST00000217289.9	135	3	s3_r1	s3
ENST00000217315.9	98	7	s3_r1	s3
ENST00000217381.3	60	25	s3_r1	s3
ENST00000217402.3	34	36	s3_r1	s3
ENST00000217426.7	68	79	s3_r1	s3
ENST00000217446.8	36	16	s3_r1	s3
ENST00000217455.9	52	9	s3_r1	s3
ENST00000217456.3	137	96	s3_r1	s3
ENST00000217515.11	44	69	s3_r1	s3
ENST00000217652.8	61	732	s3_r1	s3
ENST00000217890.10	125	1	s3_r1	s3
ENST00000217893.10	106	23	s3_r1	s3
ENST00000217901.10	59	22	s3_r1	s3
ENST00000217909.8	35	5	s3_r1	s3
ENST00000217939.7	133	18	s3_r1	s3
ENST00000217958.8	77	46	s3_r1	s3
ENST00000217961.5	99	3	s3_r1	s3
ENST00000217971.8	46	165	s3_r1	s3
ENST00000218056.9	75	21	s3_r1	s3
ENST00000218104.6	73	17	s3_r1	s3
ENST00000218197.9	186	1	s3_r1	s3
ENST00000218230.6	104	1	s3_r1	s3
ENST00000218340.4	172	5	s3_r1	s3
ENST00000218348.7	21	18	s3_r1	s3
ENST00000218364.5	180	5	s3_r1	s3
ENST00000218388.9	134	4018	s3_r1	s3
ENST00000218516.4	41	13	s3_r1	s3
ENST00000218652.11	138	32	s3_r1	s3
ENST00000218789.9	157	1	s3_r1	s3
ENST00000218981.5	78	1	s3_r1	s3
ENST00000219066.5	35	1	s3_r1	s3
ENST00000219069.6	50	19	s3_r1	s3
ENST00000219070.9	172	1644	s3_r1	s3
ENST00000219097.7	156	2	s3_r1	s3
ENST00000219139.8	68	8	s3_r1	s3
ENST00000219168.8	122	1	s3_r1	s3
ENST00000219169.9	69	70	s3_r1	s3
ENST00000219204.8	60	48	s3_r1	s3
ENST00000219207.10	34	1	s3_r1	s3
ENST00000219240.9	81	2	s3_r1	s3
ENST00000219251.13	55	1	s3_r1	s3
ENST00000219252.10	72	90	s3_r1	s3
ENST00000219255.3	23	1	s3_r1	s3
ENST00000219271.4	158	3	s3_r1	s3
ENST00000219281.8	55	5	s3_r1	s3
ENST00000219299.8	59	1	s3_r1	s3
ENST00000219302.8	51	29	s3_r1	s3
ENST00000219313.9	114	84	s3_r1	s3
ENST00000219315.9	161	2	s3_r1	s3
ENST00000219320.9	62	5	s3_r1	s3
ENST00000219343.11	58	4	s3_r1	s3
ENST00000219345.10	145	18	s3_r1	s3
ENST00000219400.8	151	22	s3_r1	s3
ENST00000219431.4	97	2	s3_r1	s3
ENST00000219439.9	31	13	s3_r1	s3
ENST00000219473.12	51	34	s3_r1	s3
ENST00000219476.9	90	1	s3_r1	s3
ENST00000219478.11	102	4	s3_r1	s3
ENST00000219479.7	62	64	s3_r1	s3
ENST00000219535.7	32	1	s3_r1	s3
ENST00000219542.3	59	7	s3_r1	s3
ENST00000219548.9	52	97	s3_r1	s3
ENST00000219611.7	248	13	s3_r1	s3
ENST00000219689.12	52	5	s3_r1	s3
ENST00000219700.10	108	1	s3_r1	s3
ENST00000219782.10	63	15	s3_r1	s3
ENST00000219789.11	68	76	s3_r1	s3
ENST00000219794.11	58	29	s3_r1	s3
ENST00000219837.12	99	6	s3_r1	s3
ENST00000219905.12	58	1	s3_r1	s3
ENST00000220003.14	140	18	s3_r1	s3
ENST00000220058.9	107	12	s3_r1	s3
ENST00000220166.10	166	7	s3_r1	s3
ENST00000220244.7	146	102	s3_r1	s3
ENST00000220325.9	66	23	s3_r1	s3
ENST00000220429.12	141	1	s3_r1	s3
ENST00000220496.9	17	4	s3_r1	s3
ENST00000220509.10	79	25	s3_r1	s3
ENST00000220514.8	309	1	s3_r1	s3
ENST00000220531.9	74	18	s3_r1	s3
ENST00000220562.9	118	16	s3_r1	s3
ENST00000220584.9	50	12	s3_r1	s3
ENST00000220592.10	45	10	s3_r1	s3
ENST00000220659.11	145	14	s3_r1	s3
ENST00000220669.10	77	11	s3_r1	s3
ENST00000220751.5	118	15	s3_r1	s3
ENST00000220763.10	143	44	s3_r1	s3
ENST00000220764.7	36	27	s3_r1	s3
ENST00000220772.8	108	136	s3_r1	s3
ENST00000220809.9	48	73	s3_r1	s3
ENST00000220822.12	167	1	s3_r1	s3
ENST00000220847.8	93	1	s3_r1	s3
ENST00000220849.10	44	157	s3_r1	s3
ENST00000220853.8	85	18	s3_r1	s3
ENST00000220876.12	86	6	s3_r1	s3
ENST00000220913.10	191	2	s3_r1	s3
ENST00000220959.8	228	3	s3_r1	s3
ENST00000220966.10	104	2	s3_r1	s3
ENST00000221086.8	48	16	s3_r1	s3
ENST00000221114.8	157	19	s3_r1	s3
ENST00000221130.11	127	22	s3_r1	s3
ENST00000221132.8	111	5	s3_r1	s3
ENST00000221138.9	59	85	s3_r1	s3
ENST00000221200.9	231	23	s3_r1	s3
ENST00000221232.11	76	9	s3_r1	s3
ENST00000221233.9	77	10	s3_r1	s3
ENST00000221249.10	138	9	s3_r1	s3
ENST00000221264.8	133	12	s3_r1	s3
ENST00000221265.8	20	2	s3_r1	s3
ENST00000221315.10	24	3	s3_r1	s3
ENST00000221327.8	97	2	s3_r1	s3
ENST00000221363.8	162	11	s3_r1	s3
ENST00000221413.10	40	1	s3_r1	s3
ENST00000221418.9	77	18	s3_r1	s3
ENST00000221419.10	56	10	s3_r1	s3
ENST00000221431.11	41	2	s3_r1	s3
ENST00000221452.13	53	7	s3_r1	s3
ENST00000221455.8	115	1	s3_r1	s3
ENST00000221459.7	64	4	s3_r1	s3
ENST00000221462.9	17	7	s3_r1	s3
ENST00000221466.10	164	77	s3_r1	s3
ENST00000221480.6	42	2	s3_r1	s3
ENST00000221486.6	51	6	s3_r1	s3
ENST00000221494.10	54	14	s3_r1	s3
ENST00000221496.5	314	1	s3_r1	s3
ENST00000221543.10	69	15	s3_r1	s3
ENST00000221554.13	47	7	s3_r1	s3
ENST00000221561.12	122	45	s3_r1	s3
ENST00000221566.7	53	38	s3_r1	s3
