transcript	log_count	FC	mrna_ont_C3	mrna_ont_C4	HGNC symbol
ENST00000639739	11.016050250271903	-0.08702043760482603	11.059560469074317	10.97254003146949	LOX
ENST00000599539	11.288073348823845	0.0263526588220806	11.274897019412805	11.301249678234885	RPS16
ENST00000643579	10.768720502568039	-0.05396247257571929	10.795701738855898	10.74173926628018	TPM4
ENST00000359681	11.305850309302347	-0.004875042995591272	11.308287830800142	11.30341278780455	RPL37A
ENST00000315274	9.984010357050323	1.8333111683623677	9.06735477286914	10.900665941231507	MMP1
ENST00000456586	11.274461616547175	-0.019454317235215512	11.284188775164782	11.264734457929567	RPL37A
ENST00000552361	11.378078376565899	-0.0773261282824329	11.416741440707115	11.339415312424682	RPS26
ENST00000648006	10.987367758158292	-0.28357203283870724	11.129153774577647	10.84558174173894	B2M
ENST00000379412	10.859992940922076	0.14322585356953965	10.788380014137307	10.931605867706846	LDHA
ENST00000673204	10.859992940922076	0.14322585356953965	10.788380014137307	10.931605867706846	LDHA
ENST00000451311	11.480136205552064	-0.016630383118959813	11.488451397111543	11.471821013992583	TMSB4X
ENST00000317840	10.668391234407569	-0.8084051623354842	11.072593815575312	10.264188653239827	COL3A1
ENST00000343986	11.222066420818583	-0.02229576805323319	11.2332143048452	11.210918536791967	RPS21
ENST00000348462	10.964443238127547	0.334602563416043	10.797141956419527	11.13174451983557	RPL35
ENST00000274065	11.094523182609684	-0.004639871743693291	11.096843118481532	11.092203246737839	RPS3A
ENST00000551150	11.015151198630985	0.12179778886459758	10.954252304198686	11.076050093063284	RPLP0
ENST00000446046	10.678438105878898	-0.5315682499456642	10.94422223085173	10.412653980906066	FN1
ENST00000680032	10.483409635916207	-0.03669464360466357	10.501756957718538	10.465062314113874	HSPA5
ENST00000368719	11.30401967522593	0.10071501295001184	11.253662168750925	11.354377181700936	S100A6
ENST00000228306	11.004182162599438	0.1733908962986508	10.917486714450112	11.090877610748763	RPLP0
ENST00000245185	10.571257751219152	1.4623870247430197	9.840064238847642	11.302451263590662	MT2A
ENST00000676659	10.590254082198257	0.046492222385113635	10.5670079710057	10.613500193390813	ITGB1
ENST00000355968	10.902492259650057	0.3878266155728003	10.708578951863656	11.096405567436456	PPIA
ENST00000448864	11.114145243920547	-0.12927433599659643	11.178782411918844	11.049508075922247	RPL35A
ENST00000287038	11.013557432199994	-0.07321533566686966	11.050165100033428	10.976949764366559	RPL30
ENST00000225655	10.914736400999939	0.2036263228295052	10.812923239585185	11.01654956241469	PFN1
ENST00000449470	10.884677614541694	0.21059447314299717	10.779380377970195	10.989974851113192	RPL9
ENST00000506395	10.704517575233012	0.347029542767169	10.531002803849429	10.878032346616598	ANXA5
ENST00000315377	10.94106422397655	-0.042144909751041126	10.96213667885207	10.91999176910103	RPS6
ENST00000312037	10.942854134183555	0.034429844229290296	10.92563921206891	10.9600690562982	RPS14
ENST00000542996	10.307624811890069	0.35976884300916545	10.127740390385487	10.487509233394652	CALU
ENST00000394077	10.992515001010364	-0.13445037473422694	11.059740188377477	10.92528981364325	RPL24
ENST00000678766	10.42105043540365	-0.043128178280641194	10.44261452454397	10.399486346263329	ITGB1
ENST00000242465	10.573080936196689	0.11174130079113631	10.517210285801122	10.628951586592258	SRGN
ENST00000443816	10.4157372574919	-0.5286156128528248	10.680045063918312	10.151429451065487	FN1
ENST00000563390	10.804742296822486	0.07829824089705006	10.76559317637396	10.84389141727101	RPS15A
ENST00000424576	10.763334605232416	0.07544294424186937	10.72561313311148	10.80105607735335	RPL6
ENST00000216146	10.61191612488531	-0.00010007420383928434	10.61196616198723	10.61186608778339	RPL3
ENST00000401609	10.61191612488531	-0.00010007420383928434	10.61196616198723	10.61186608778339	RPL3
ENST00000316448	10.20551455952845	0.06883034654950038	10.1710993862537	10.2399297328032	CALR
ENST00000435983	10.83001468743683	0.14745529084399145	10.756287042014835	10.903742332858826	RPL32
ENST00000541179	11.172639331123985	-0.7324466269540455	11.538862644601007	10.806416017646962	POSTN
ENST00000334828	10.486670110769971	0.3809102529564914	10.296214984291725	10.677125237248216	PGAM1
ENST00000394665	10.909222906206073	-0.07483693632736177	10.946641374369754	10.871804438042393	RPL34
ENST00000253788	10.823272100288868	0.14004655497344665	10.753248822802144	10.89329537777559	RPL27
ENST00000336023	10.454874399041994	0.586219518707269	10.161764639688359	10.747984158395628	TUBA1B
ENST00000646370	10.355539281170541	0.5089860299809423	10.10104626618007	10.610032296161013	ENO1
ENST00000630979	10.70901913073197	-0.018058069360446183	10.718048165412194	10.699990096051748	RPL7A
ENST00000396651	10.615229618886314	0.20266029047357748	10.513899473649525	10.716559764123103	RPS8
ENST00000323345	10.712443275966228	-0.03471095748002284	10.72979875470624	10.695087797226217	RPL7A
ENST00000234590	10.354288898995694	0.4784521805247479	10.11506280873332	10.593514989258068	ENO1
ENST00000527344	10.605547976164734	-0.1748992764668209	10.692997614398145	10.518098337931324	CFL1
ENST00000304636	10.6187304270981	-1.5305460080089848	11.384003431102593	9.853457423093609	COL3A1
ENST00000600467	10.613508260853838	0.15639269633402542	10.535311912686824	10.69170460902085	RPS19
ENST00000361436	10.778107326550952	0.132943111111274	10.711635770995315	10.844578882106589	RPL12
ENST00000549920	10.832530892745616	-0.19496962910616666	10.9300157072987	10.735046078192534	RPL18
ENST00000485390	10.525565757280397	0.10867803026670764	10.471226742147042	10.57990477241375	RPS8
ENST00000321562	10.01621383330685	-0.09307376373091358	10.062750715172307	9.969676951441393	FKBP10
ENST00000379757	10.485935299092674	-1.0304760527907888	11.001173325488068	9.97069727269728	TXNDC5
ENST00000302182	10.402804220432795	-0.07614425121367674	10.440876346039634	10.364732094825957	UBB
ENST00000488500	10.108190698605432	-0.08320138413735734	10.14979139067411	10.066590006536753	EEF1A1
ENST00000521466	10.55820287922863	-0.07526382862507397	10.595834793541167	10.520570964916093	RPS14
ENST00000406022	10.649683305954735	-0.08428188097082767	10.691824246440149	10.607542365469321	RPL10
ENST00000378026	9.917274863770487	0.024205593987344898	9.905172066776815	9.92937766076416	CKAP4
ENST00000396953	10.498973850088525	0.03115475896224318	10.483396470607403	10.514551229569646	RPL32
ENST00000357790	10.550887009570033	-0.034219921300556067	10.567996970220312	10.533777048919756	RPLP1
ENST00000202773	10.454590468926718	0.10917797215408243	10.400001482849676	10.509179455003759	RPL6
ENST00000593863	10.463503535769183	0.1490570089378842	10.388975031300241	10.538032040238125	RPS19
ENST00000266085	10.143720744347696	-0.2689171095477505	10.278179299121572	10.009262189573821	TIMP3
ENST00000358278	10.826225368375543	-0.7552900442279036	11.203870390489493	10.44858034626159	TPM1
ENST00000512690	10.464226561805571	-0.10615354921856124	10.517303336414852	10.41114978719629	RPS3A
